x,wave
-81.62,5.7100028462371216e-8 - 7.489980816601352e-10im
-81.6,5.7204813785633175e-8 - 7.501973287542768e-10im
-81.58000000000003,5.7309768072297816e-8 - 7.51398149784711e-10im
-81.56,5.741489148387281e-8 - 7.526005121605525e-10im
-81.53999999999998,5.75201842944277e-8 - 7.538045184666298e-10im
-81.51999999999998,5.7625646699177797e-8 - 7.550100737377432e-10im
-81.5,5.7731278907018396e-8 - 7.562172108929089e-10im
-81.48,5.783708119935617e-8 - 7.574259512622375e-10im
-81.45999999999998,5.7943053757183866e-8 - 7.5863625247297e-10im
-81.44,5.804919684558837e-8 - 7.598481742574403e-10im
-81.42000000000002,5.8155510645661496e-8 - 7.610616530285587e-10im
-81.39999999999999,5.826199542477418e-8 - 7.622767108702448e-10im
-81.38,5.8368651378399445e-8 - 7.634933942010499e-10im
-81.36000000000001,5.847547876288225e-8 - 7.647116242931383e-10im
-81.33999999999997,5.858247781567646e-8 - 7.65931529821189e-10im
-81.32,5.868964870976153e-8 - 7.671529760518575e-10im
-81.29999999999998,5.8796991721104024e-8 - 7.683760278874624e-10im
-81.28000000000002,5.8904507065207755e-8 - 7.696006494997697e-10im
-81.25999999999999,5.901219493781266e-8 - 7.708269137307319e-10im
-81.24000000000001,5.912005564371624e-8 - 7.720547647600689e-10im
-81.21999999999998,5.922808936286786e-8 - 7.732842096443747e-10im
-81.20000000000002,5.9336296284170155e-8 - 7.745152650856937e-10im
-81.18,5.9444676711613545e-8 - 7.757479299498733e-10im
-81.16000000000003,5.9553230828516825e-8 - 7.769822261754034e-10im
-81.13999999999999,5.966195890216137e-8 - 7.782181148241599e-10im
-81.12,5.97708611569156e-8 - 7.794555675473709e-10im
-81.10000000000001,5.987993778285157e-8 - 7.806946600352406e-10im
-81.07999999999998,5.998918901688055e-8 - 7.819353582355644e-10im
-81.06,6.009861514821477e-8 - 7.83177703389769e-10im
-81.04000000000002,6.020821635334856e-8 - 7.844216310632459e-10im
-81.02,6.031799285196794e-8 - 7.856672062441077e-10im
-81.0,6.04279449558079e-8 - 7.86914389987709e-10im
-80.98000000000002,6.053807278986297e-8 - 7.881631763516561e-10im
-80.96000000000002,6.064837668510689e-8 - 7.894135911561295e-10im
-80.94,6.075885680485783e-8 - 7.906656439105334e-10im
-80.91999999999997,6.08695133964766e-8 - 7.919193198583764e-10im
-80.9,6.098034671192818e-8 - 7.931746204903651e-10im
-80.88,6.109135699665492e-8 - 7.944315145765766e-10im
-80.86000000000001,6.120254440758799e-8 - 7.956900723587006e-10im
-80.83999999999999,6.131390926344248e-8 - 7.969502262161012e-10im
-80.82000000000002,6.142545174650401e-8 - 7.98212077573987e-10im
-80.79999999999998,6.153717210865456e-8 - 7.994755071709313e-10im
-80.78000000000002,6.164907058383365e-8 - 8.007405703942394e-10im
-80.75999999999999,6.176114739799599e-8 - 8.020072683463063e-10im
-80.74000000000001,6.187340281597974e-8 - 8.032756288320141e-10im
-80.71999999999998,6.198583701237517e-8 - 8.04545650309754e-10im
-80.69999999999999,6.209845031662544e-8 - 8.058172544077311e-10im
-80.68,6.221124288475141e-8 - 8.070905197366804e-10im
-80.66000000000001,6.232421491729665e-8 - 8.083654208619232e-10im
-80.63999999999999,6.243736675040049e-8 - 8.096419970191002e-10im
-80.62,6.255069860398947e-8 - 8.109202152881889e-10im
-80.60000000000002,6.266421062583347e-8 - 8.122000455422692e-10im
-80.58,6.277790314019589e-8 - 8.134815910142748e-10im
-80.56,6.28917763550424e-8 - 8.147646819987432e-10im
-80.53999999999998,6.300583050370555e-8 - 8.160494831615153e-10im
-80.52000000000001,6.312006580704386e-8 - 8.173359751799124e-10im
-80.5,6.323448253158146e-8 - 8.186240605085286e-10im
-80.48,6.334908089196034e-8 - 8.199138219446971e-10im
-80.45999999999998,6.346386112026342e-8 - 8.212052549884822e-10im
-80.44,6.357882349983821e-8 - 8.224983294958219e-10im
-80.41999999999999,6.369396823619916e-8 - 8.237930866169599e-10im
-80.40000000000002,6.3809295565219e-8 - 8.250894848281555e-10im
-80.38,6.392480569003266e-8 - 8.263875361026002e-10im
-80.36000000000001,6.404049894090542e-8 - 8.276872488780118e-10im
-80.33999999999997,6.415637548085778e-8 - 8.289886601387948e-10im
-80.32,6.427243557720929e-8 - 8.302917104652817e-10im
-80.30000000000001,6.438867947295173e-8 - 8.315964552291874e-10im
-80.27999999999999,6.450510733680889e-8 - 8.329028547776227e-10im
-80.25999999999999,6.462171953815326e-8 - 8.342109453094463e-10im
-80.24000000000001,6.473851619548802e-8 - 8.355206556680762e-10im
-80.22000000000001,6.485549765217933e-8 - 8.368321158354416e-10im
-80.19999999999999,6.497266404197553e-8 - 8.381451751572538e-10im
-80.18,6.509001569360059e-8 - 8.394599616380063e-10im
-80.16000000000003,6.520755280811556e-8 - 8.407764135089124e-10im
-80.13999999999999,6.5325275641239e-8 - 8.420945619141326e-10im
-80.11999999999998,6.544318437524665e-8 - 8.434143859027155e-10im
-80.10000000000001,6.55612793683157e-8 - 8.447358891071052e-10im
-80.07999999999998,6.56795607648626e-8 - 8.460590617008378e-10im
-80.06,6.579802884201408e-8 - 8.473839154328746e-10im
-80.03999999999999,6.591668379728283e-8 - 8.487104991436479e-10im
-80.02000000000001,6.603552599159648e-8 - 8.500387093098791e-10im
-80.0,6.615455548810684e-8 - 8.513686432447755e-10im
-79.98000000000002,6.627377269830911e-8 - 8.527002981282995e-10im
-79.96,6.639317776831309e-8 - 8.540336037951088e-10im
-79.94000000000003,6.651277095955441e-8 - 8.55368611103122e-10im
-79.92,6.66325525437692e-8 - 8.567053118677151e-10im
-79.89999999999998,6.6752522731978e-8 - 8.580437368483965e-10im
-79.88,6.687268176896453e-8 - 8.593838312205177e-10im
-79.86000000000001,6.699302994692006e-8 - 8.607256258307332e-10im
-79.83999999999999,6.711356744452576e-8 - 8.620691336319621e-10im
-79.82,6.723429451013487e-8 - 8.634143442451802e-10im
-79.80000000000001,6.735521145044445e-8 - 8.647612637013323e-10im
-79.78000000000002,6.74763184402081e-8 - 8.661099213315493e-10im
-79.75999999999999,6.759761576615115e-8 - 8.674602065812888e-10im
-79.74000000000001,6.771910370201343e-8 - 8.688122613960466e-10im
-79.72,6.784078239399366e-8 - 8.701659746922783e-10im
-79.69999999999999,6.79626521337883e-8 - 8.715214659663562e-10im
-79.68,6.808471323026267e-8 - 8.728786221168405e-10im
-79.65999999999998,6.820696590445345e-8 - 8.742375412969613e-10im
-79.64000000000001,6.832941030751756e-8 - 8.755981509672829e-10im
-79.62,6.845204679282581e-8 - 8.769604511575182e-10im
-79.60000000000002,6.85748755832703e-8 - 8.783244848871263e-10im
-79.58,6.86978968665204e-8 - 8.796902689126706e-10im
-79.56000000000003,6.8821111005167e-8 - 8.810577185453124e-10im
-79.53999999999999,6.894451812460536e-8 - 8.824269698702993e-10im
-79.51999999999998,6.906811850895254e-8 - 8.837978977542245e-10im
-79.5,6.919191249012275e-8 - 8.851705525916477e-10im
-79.48,6.93159001960758e-8 - 8.865449007695883e-10im
-79.45999999999998,6.944008194052408e-8 - 8.879210232141824e-10im
-79.44,6.956445795170436e-8 - 8.89298875850997e-10im
-79.42000000000002,6.968902851441493e-8 - 8.906784484228154e-10im
-79.39999999999999,6.981379381867907e-8 - 8.920597686403908e-10im
-79.38,6.993875412018344e-8 - 8.934428085900125e-10im
-79.36000000000001,7.006390972613411e-8 - 8.948275509461593e-10im
-79.34000000000002,7.018926082841095e-8 - 8.962141100070574e-10im
-79.32,7.031480776486852e-8 - 8.976023639086158e-10im
-79.30000000000001,7.044055066945843e-8 - 8.989923739701955e-10im
-79.27999999999999,7.056648986227417e-8 - 9.003841270965097e-10im
-79.25999999999999,7.069262556618332e-8 - 9.017775897731209e-10im
-79.23999999999998,7.081895803374639e-8 - 9.031728613258058e-10im
-79.22000000000001,7.094548748435914e-8 - 9.045698206956037e-10im
-79.19999999999999,7.10722142275332e-8 - 9.05968551152035e-10im
-79.18,7.119913854640741e-8 - 9.073689909878254e-10im
-79.16,7.13262606198209e-8 - 9.087712418461027e-10im
-79.14000000000003,7.145358065485211e-8 - 9.101752264776392e-10im
-79.12,7.158109903602841e-8 - 9.1158094005895e-10im
-79.09999999999998,7.170881589307583e-8 - 9.129883892192523e-10im
-79.07999999999998,7.183673160087443e-8 - 9.143976723089989e-10im
-79.06,7.196484630107756e-8 - 9.158086710844229e-10im
-79.04,7.209316030477951e-8 - 9.172214462803471e-10im
-79.01999999999998,7.222167384646002e-8 - 9.186359608376239e-10im
-79.0,7.235038719156273e-8 - 9.200522295449742e-10im
-78.98000000000002,7.247930052502706e-8 - 9.214702743449872e-10im
-78.96000000000002,7.260841424957892e-8 - 9.228900934658584e-10im
-78.94,7.273772848924864e-8 - 9.243116513205265e-10im
-78.92,7.286724350339535e-8 - 9.257350034259471e-10im
-78.89999999999998,7.299695960899759e-8 - 9.271601293251423e-10im
-78.88,7.312687700874991e-8 - 9.285870268543682e-10im
-78.85999999999999,7.325699604056129e-8 - 9.300156375613655e-10im
-78.84000000000002,7.338731685738854e-8 - 9.314461158787895e-10im
-78.82,7.351783976345367e-8 - 9.328783165027732e-10im
-78.80000000000001,7.364856499377517e-8 - 9.343122880638195e-10im
-78.77999999999999,7.377949285665809e-8 - 9.357480482143648e-10im
-78.76000000000002,7.391062351909873e-8 - 9.371855978700767e-10im
-78.74000000000001,7.404195734353262e-8 - 9.386249447000389e-10im
-78.71999999999997,7.417349449811783e-8 - 9.400660063772391e-10im
-78.69999999999999,7.430523526090554e-8 - 9.415089224932627e-10im
-78.68,7.443717993283202e-8 - 9.429535515091789e-10im
-78.65999999999998,7.456932869459774e-8 - 9.444000219949996e-10im
-78.63999999999999,7.470168190299455e-8 - 9.45848282803479e-10im
-78.62,7.483423971198424e-8 - 9.472983136732148e-10im
-78.60000000000002,7.496700243794636e-8 - 9.487501220339525e-10im
-78.58,7.509997032576826e-8 - 9.502037312489316e-10im
-78.56,7.523314364420249e-8 - 9.516591876692258e-10im
-78.54000000000002,7.536652262437374e-8 - 9.531163396734735e-10im
-78.51999999999998,7.550010751993615e-8 - 9.545753578289256e-10im
-78.5,7.563389867009097e-8 - 9.560361873900805e-10im
-78.47999999999998,7.576789624824896e-8 - 9.574987404834875e-10im
-78.46000000000001,7.590210053878571e-8 - 9.589631627876952e-10im
-78.44,7.603651183157079e-8 - 9.604293524053907e-10im
-78.42000000000002,7.617113028801934e-8 - 9.618974015316845e-10im
-78.39999999999999,7.630595628058174e-8 - 9.633672194702886e-10im
-78.38000000000002,7.644099006485185e-8 - 9.648388178398109e-10im
-78.36000000000001,7.657623181919206e-8 - 9.663122202950104e-10im
-78.34000000000002,7.671168185868337e-8 - 9.677874720589834e-10im
-78.32,7.684734039872181e-8 - 9.69264530364432e-10im
-78.30000000000001,7.698320778318463e-8 - 9.70743366791919e-10im
-78.27999999999999,7.711928419171553e-8 - 9.722240540077102e-10im
-78.25999999999999,7.725556991355807e-8 - 9.737065513688086e-10im
-78.24000000000001,7.739206524292847e-8 - 9.751908458105315e-10im
-78.22000000000001,7.752877037064458e-8 - 9.766769637670902e-10im
-78.19999999999999,7.766568563213985e-8 - 9.781649406020179e-10im
-78.18,7.780281126537873e-8 - 9.796546771688844e-10im
-78.16000000000003,7.794014757818584e-8 - 9.811462503563894e-10im
-78.14,7.807769469359883e-8 - 9.826396728892379e-10im
-78.12,7.821545298192183e-8 - 9.84134907356634e-10im
-78.09999999999998,7.835342266905908e-8 - 9.856319446578255e-10im
-78.08000000000001,7.849160403947129e-8 - 9.871308427576184e-10im
-78.05999999999997,7.862999741924367e-8 - 9.886315481761286e-10im
-78.04,7.87686029462e-8 - 9.901341289393518e-10im
-78.01999999999998,7.890742098482047e-8 - 9.916384484583889e-10im
-78.0,7.90464517242704e-8 - 9.931447057683765e-10im
-77.97999999999999,7.918569545771172e-8 - 9.946527082436844e-10im
-77.96000000000002,7.93251525010173e-8 - 9.961625997680848e-10im
-77.94,7.946482304680975e-8 - 9.976743038593905e-10im
-77.92,7.960470736806768e-8 - 9.991878694135492e-10im
-77.89999999999998,7.974480574866885e-8 - 1.0007032887663888e-9im
-77.88,7.988511849703157e-8 - 1.0022205463931404e-9im
-77.86000000000001,8.002564578117878e-8 - 1.0037396021826244e-9im
-77.83999999999999,8.016638795024957e-8 - 1.0052605573701243e-9im
-77.82,8.030734524184108e-8 - 1.00678329945121e-9im
-77.80000000000001,8.044851793110645e-8 - 1.0083079230255624e-9im
-77.78000000000002,8.058990625964241e-8 - 1.0098344230086555e-9im
-77.75999999999999,8.073151053267023e-8 - 1.011362728303427e-9im
-77.74000000000001,8.087333097117644e-8 - 1.0128929244739765e-9im
-77.71999999999997,8.10153679065238e-8 - 1.014424945315343e-9im
-77.69999999999999,8.115762153730783e-8 - 1.0159588295156074e-9im
-77.67999999999998,8.130009216101196e-8 - 1.0174945703812096e-9im
-77.66000000000001,8.144278004450999e-8 - 1.0190321507717982e-9im
-77.63999999999999,8.158568545535068e-8 - 1.0205716480400878e-9im
-77.62,8.17288086591277e-8 - 1.0221129637217489e-9im
-77.6,8.187214994535635e-8 - 1.0236561097455872e-9im
-77.58000000000001,8.201570954827088e-8 - 1.0252011658767203e-9im
-77.56,8.215948776620644e-8 - 1.026748058067135e-9im
-77.54000000000002,8.230348484302569e-8 - 1.0282968520956686e-9im
-77.51999999999998,8.24477010704065e-8 - 1.0298474912365117e-9im
-77.5,8.259213671517406e-8 - 1.0313999926941328e-9im
-77.48,8.273679205756434e-8 - 1.0329543742179539e-9im
-77.45999999999998,8.288166730881137e-8 - 1.0345106271041839e-9im
-77.44,8.302676282840427e-8 - 1.036068769269026e-9im
-77.42000000000002,8.317207883918872e-8 - 1.03762874508082e-9im
-77.39999999999999,8.331761556115709e-8 - 1.039190604126353e-9im
-77.38,8.346337335455755e-8 - 1.0407543577479583e-9im
-77.36000000000001,8.360935244221438e-8 - 1.0423200026599322e-9im
-77.34000000000002,8.375555311472383e-8 - 1.0438875218358164e-9im
-77.32,8.390197563449115e-8 - 1.045456924738281e-9im
-77.29999999999998,8.404862026488306e-8 - 1.0470281549218904e-9im
-77.28,8.41954873308558e-8 - 1.0486013554635934e-9im
-77.25999999999999,8.434257703499929e-8 - 1.0501763876340176e-9im
-77.24000000000001,8.448988963351826e-8 - 1.0517533336677866e-9im
-77.21999999999998,8.463742551788894e-8 - 1.05333213887677e-9im
-77.20000000000002,8.478518483586347e-8 - 1.0549128376844936e-9im
-77.18,8.493316793609716e-8 - 1.0564954616588988e-9im
-77.16000000000003,8.508137505231682e-8 - 1.0580799553803404e-9im
-77.14,8.522980647593918e-8 - 1.0596663521651322e-9im
-77.12,8.53784624628015e-8 - 1.0612546265979126e-9im
-77.09999999999998,8.552734334323357e-8 - 1.0628448106616489e-9im
-77.07999999999998,8.567644934275063e-8 - 1.0644368772921366e-9im
-77.06,8.582578071648496e-8 - 1.0660308526252049e-9im
-77.04,8.597533778097857e-8 - 1.067626761904166e-9im
-77.01999999999998,8.61251207772825e-8 - 1.069224553450417e-9im
-77.0,8.627513002076864e-8 - 1.0708242612907793e-9im
-76.98000000000002,8.642536577770858e-8 - 1.0724258272756534e-9im
-76.96,8.657582826265433e-8 - 1.0740293498360644e-9im
-76.94,8.672651783689702e-8 - 1.075634744418978e-9im
-76.92000000000002,8.687743473427542e-8 - 1.0772420468693045e-9im
-76.9,8.702857923306924e-8 - 1.0788513103625546e-9im
-76.88,8.717995161898619e-8 - 1.080462462740832e-9im
-76.86000000000001,8.733155215947307e-8 - 1.0820755078979623e-9im
-76.83999999999999,8.748338113615639e-8 - 1.0836905063759129e-9im
-76.82000000000002,8.763543882919122e-8 - 1.0853073697918312e-9im
-76.79999999999998,8.778772552741859e-8 - 1.0869261954460028e-9im
-76.78000000000002,8.794024149101696e-8 - 1.0885469034852039e-9im
-76.75999999999999,8.809298696083592e-8 - 1.0901695746982359e-9im
-76.74000000000001,8.824596230299953e-8 - 1.0917941749111646e-9im
-76.72,8.8399167719032e-8 - 1.0934206507121028e-9im
-76.69999999999999,8.855260352479512e-8 - 1.0950490246296243e-9im
-76.68,8.87062699930556e-8 - 1.0966793956856412e-9im
-76.65999999999998,8.886016736568994e-8 - 1.0983116478953974e-9im
-76.63999999999999,8.901429598574888e-8 - 1.099945900352055e-9im
-76.62,8.916865610879236e-8 - 1.101582020153233e-9im
-76.60000000000001,8.932324799792495e-8 - 1.1032200693551382e-9im
-76.57999999999998,8.947807195105846e-8 - 1.1048600955705499e-9im
-76.56,8.963312822673368e-8 - 1.1065020299419055e-9im
-76.54000000000002,8.978841712679871e-8 - 1.108145904079493e-9im
-76.52,8.994393894422822e-8 - 1.109791696461132e-9im
-76.49999999999997,9.009969391087589e-8 - 1.1114394463539695e-9im
-76.48,9.025568234825336e-8 - 1.1130891409991422e-9im
-76.45999999999998,9.04119045203496e-8 - 1.1147407537210722e-9im
-76.44,9.056836070633024e-8 - 1.116394358387257e-9im
-76.41999999999999,9.072505120146436e-8 - 1.118049866386566e-9im
-76.40000000000002,9.088197626949711e-8 - 1.1197073129809652e-9im
-76.38,9.103913622383244e-8 - 1.121366752526936e-9im
-76.36000000000001,9.119653134652921e-8 - 1.1230280974851404e-9im
-76.33999999999999,9.135416186878998e-8 - 1.1246914399091059e-9im
-76.32000000000002,9.151202812306161e-8 - 1.1263566767064376e-9im
-76.3,9.167013035810124e-8 - 1.1280238836400491e-9im
-76.27999999999997,9.182846887241646e-8 - 1.1296930587479274e-9im
-76.25999999999999,9.19870439485329e-8 - 1.1313641749256288e-9im
-76.24000000000001,9.214585588320958e-8 - 1.1330372900801643e-9im
-76.22000000000001,9.230490491768541e-8 - 1.1347122957316546e-9im
-76.19999999999999,9.246419140150594e-8 - 1.1363893270864227e-9im
-76.18,9.262371559568003e-8 - 1.1380682696291831e-9im
-76.16000000000003,9.278347774686061e-8 - 1.1397492094343384e-9im
-76.14,9.294347818227318e-8 - 1.1414320916691517e-9im
-76.12,9.31037171721641e-8 - 1.1431169465808675e-9im
-76.10000000000001,9.326419497612738e-8 - 1.144803767963608e-9im
-76.07999999999998,9.342491190655033e-8 - 1.1464925545700203e-9im
-76.06,9.358586828172723e-8 - 1.1481833097912233e-9im
-76.03999999999998,9.374706430097227e-8 - 1.1498760538857197e-9im
-76.02000000000001,9.390850034820901e-8 - 1.1515707623060071e-9im
-76.0,9.407017664313495e-8 - 1.1532674200425785e-9im
-75.98000000000002,9.423209347169592e-8 - 1.1549660680031778e-9im
-75.96,9.4394251151344e-8 - 1.156666710322532e-9im
-75.94000000000003,9.455664998751021e-8 - 1.1583693488438703e-9im
-75.91999999999999,9.471929020621754e-8 - 1.1600739176298155e-9im
-75.89999999999998,9.48821721520676e-8 - 1.1617804890974128e-9im
-75.88,9.504529604737293e-8 - 1.1634890319634893e-9im
-75.86000000000001,9.520866228139237e-8 - 1.1651995383116068e-9im
-75.83999999999999,9.537227100290279e-8 - 1.166912095473198e-9im
-75.82,9.553612260425093e-8 - 1.1686265619380913e-9im
-75.80000000000001,9.570021736295496e-8 - 1.170343036898035e-9im
-75.78000000000002,9.586455554685467e-8 - 1.1720615543234028e-9im
-75.75999999999999,9.602913745591546e-8 - 1.173782019760509e-9im
-75.74000000000001,9.619396334392016e-8 - 1.1755045048164305e-9im
-75.72000000000003,9.635903355623358e-8 - 1.177228923173159e-9im
-75.69999999999999,9.652434833979647e-8 - 1.1789554017861998e-9im
-75.68,9.668990801534052e-8 - 1.1806838385954333e-9im
-75.65999999999998,9.685571282375036e-8 - 1.1824142762073114e-9im
-75.64000000000001,9.702176309836271e-8 - 1.184146732782293e-9im
-75.62,9.71880591732621e-8 - 1.1858811755385293e-9im
-75.60000000000001,9.735460121851437e-8 - 1.1876176138480998e-9im
-75.57999999999998,9.752138961145201e-8 - 1.189356040506276e-9im
-75.56,9.768842464431222e-8 - 1.1910964840369824e-9im
-75.53999999999999,9.785570657696558e-8 - 1.1928389573905168e-9im
-75.52000000000002,9.802323571472387e-8 - 1.1945833984469908e-9im
-75.5,9.81910123312119e-8 - 1.196329864088935e-9im
-75.48,9.835903673570365e-8 - 1.1980783421438386e-9im
-75.45999999999998,9.852730924855788e-8 - 1.1998288130977664e-9im
-75.44,9.869583009150704e-8 - 1.201581308607661e-9im
-75.42000000000002,9.886459959134675e-8 - 1.203335832788366e-9im
-75.39999999999999,9.903361808512058e-8 - 1.2050923408487956e-9im
-75.38,9.920288577978783e-8 - 1.2068509191648683e-9im
-75.36000000000001,9.937240306911563e-8 - 1.2086114647044174e-9im
-75.34000000000002,9.954217018373447e-8 - 1.2103740375419042e-9im
-75.32,9.971218739591518e-8 - 1.2121386345667678e-9im
-75.3,9.988245503248234e-8 - 1.2139052389845331e-9im
-75.27999999999997,1.0005297342169596e-7 - 1.2156738945308185e-9im
-75.25999999999999,1.0022374276936171e-7 - 1.2174445383635266e-9im
-75.23999999999998,1.0039476348133991e-7 - 1.2192172544209892e-9im
-75.22000000000001,1.0056603577433233e-7 - 1.2209919557266768e-9im
-75.19999999999999,1.0073755994021723e-7 - 1.2227687008206555e-9im
-75.18,1.0090933630702969e-7 - 1.2245474777636194e-9im
-75.16,1.010813651779774e-7 - 1.2263282767725938e-9im
-75.14000000000001,1.0125364680586057e-7 - 1.228111120538253e-9im
-75.12,1.0142618148909752e-7 - 1.2298959556031918e-9im
-75.09999999999998,1.0159896958829999e-7 - 1.2316828854736295e-9im
-75.07999999999998,1.0177201133265933e-7 - 1.2334718348486182e-9im
-75.06,1.0194530706696798e-7 - 1.235262820220597e-9im
-75.04,1.0211885701712415e-7 - 1.237055833860826e-9im
-75.01999999999998,1.0229266157318842e-7 - 1.2388508753408069e-9im
-75.0,1.0246672098303817e-7 - 1.240647983567294e-9im
-74.98000000000002,1.0264103550087587e-7 - 1.2424471209086699e-9im
-74.96,1.0281560554265836e-7 - 1.2442483220341785e-9im
-74.94,1.0299043127417546e-7 - 1.2460515396820267e-9im
-74.92000000000002,1.0316551308392837e-7 - 1.2478568245940397e-9im
-74.90000000000002,1.0334085123104359e-7 - 1.2496641483212774e-9im
-74.88,1.0351644600584822e-7 - 1.251473502381085e-9im
-74.85999999999999,1.0369229774771319e-7 - 1.2532849361742147e-9im
-74.84,1.038684067561082e-7 - 1.2550984312929112e-9im
-74.82,1.0404477323790449e-7 - 1.256913951645057e-9im
-74.80000000000001,1.0422139757949541e-7 - 1.2587315408311166e-9im
-74.77999999999999,1.0439828009006445e-7 - 1.2605511917724258e-9im
-74.76000000000002,1.0457542102448864e-7 - 1.2623729200018376e-9im
-74.74000000000001,1.0475282069681002e-7 - 1.2641966915169378e-9im
-74.72000000000003,1.0493047940373314e-7 - 1.266022478006961e-9im
-74.7,1.0510839745799569e-7 - 1.2678503678414287e-9im
-74.68,1.052865751258416e-7 - 1.2696803248629901e-9im
-74.65999999999998,1.054650127946802e-7 - 1.2715123484666098e-9im
-74.63999999999999,1.0564371067243973e-7 - 1.27334642718692e-9im
-74.62,1.0582266909140087e-7 - 1.2751825615648015e-9im
-74.60000000000001,1.0600188834365333e-7 - 1.2770207784678816e-9im
-74.57999999999998,1.061813687537666e-7 - 1.2788610839526759e-9im
-74.56,1.06361110636422e-7 - 1.2807034237734868e-9im
-74.54000000000002,1.0654111424103154e-7 - 1.2825478528362584e-9im
-74.52,1.0672137991373121e-7 - 1.2843943667502607e-9im
-74.5,1.0690190794479895e-7 - 1.286242943264211e-9im
-74.47999999999998,1.0708269862047994e-7 - 1.2880935992329124e-9im
-74.46000000000001,1.0726375224491983e-7 - 1.2899463279162843e-9im
-74.44,1.0744506915448303e-7 - 1.2918011119778703e-9im
-74.42000000000002,1.076266496482785e-7 - 1.2936580072665836e-9im
-74.39999999999999,1.0780849399398468e-7 - 1.2955169936884487e-9im
-74.38,1.0799060250600373e-7 - 1.297378045433738e-9im
-74.35999999999999,1.0817297548694397e-7 - 1.2992411797364127e-9im
-74.34000000000002,1.0835561330532856e-7 - 1.3011064257322056e-9im
-74.32,1.0853851617518776e-7 - 1.3029737311994156e-9im
-74.30000000000001,1.0872168444687541e-7 - 1.3048431265195136e-9im
-74.27999999999997,1.0890511838978581e-7 - 1.3067146085374535e-9im
-74.25999999999999,1.0908881840809983e-7 - 1.3085882113020847e-9im
-74.24000000000001,1.0927278467445718e-7 - 1.3104638641862464e-9im
-74.21999999999998,1.0945701756686802e-7 - 1.3123416318666959e-9im
-74.19999999999999,1.096415173892288e-7 - 1.3142214801984936e-9im
-74.18,1.0982628442817385e-7 - 1.3161034765186202e-9im
-74.16000000000001,1.1001131900601416e-7 - 1.3179875141820806e-9im
-74.13999999999999,1.101966214241781e-7 - 1.319873672201226e-9im
-74.12,1.1038219200168584e-7 - 1.3217619355528722e-9im
-74.10000000000002,1.105680310161943e-7 - 1.32365227077512e-9im
-74.08000000000001,1.1075413880060977e-7 - 1.325544760514054e-9im
-74.05999999999997,1.1094051565022464e-7 - 1.327439315744593e-9im
-74.04,1.1112716185122388e-7 - 1.329335973301895e-9im
-74.01999999999998,1.1131407775847765e-7 - 1.3312347454890551e-9im
-74.0,1.1150126364857832e-7 - 1.3331356339936458e-9im
-73.97999999999999,1.1168871983308936e-7 - 1.3350386276680088e-9im
-73.96000000000002,1.1187644664922266e-7 - 1.33694372945811e-9im
-73.94,1.1206444438023886e-7 - 1.3388509559130051e-9im
-73.92000000000002,1.1225271333228455e-7 - 1.3407602703516777e-9im
-73.89999999999999,1.1244125377714885e-7 - 1.3426717176903553e-9im
-73.88,1.12630066106771e-7 - 1.344585274232373e-9im
-73.86,1.1281915059160037e-7 - 1.346500936790193e-9im
-73.83999999999997,1.1300850752033288e-7 - 1.3484187612199316e-9im
-73.82,1.1319813723881547e-7 - 1.3503386556964222e-9im
-73.80000000000001,1.1338804004208168e-7 - 1.3522607031627313e-9im
-73.77999999999999,1.1357821620289538e-7 - 1.3541848742612546e-9im
-73.75999999999999,1.1376866611450578e-7 - 1.3561111620411546e-9im
-73.74000000000001,1.1395939001915104e-7 - 1.358039565826752e-9im
-73.72000000000003,1.1415038824573857e-7 - 1.3599700848593308e-9im
-73.7,1.1434166110923735e-7 - 1.3619027529987167e-9im
-73.67999999999998,1.1453320891577842e-7 - 1.3638375699896353e-9im
-73.66000000000001,1.1472503199138999e-7 - 1.3657744586803952e-9im
-73.63999999999999,1.1491713065262168e-7 - 1.3677135201044235e-9im
-73.62,1.1510950519276704e-7 - 1.3696547171160342e-9im
-73.59999999999998,1.1530215591604636e-7 - 1.3715980084616181e-9im
-73.58000000000001,1.154950831401985e-7 - 1.3735434913795758e-9im
-73.56,1.1568828719719154e-7 - 1.3754910901740523e-9im
-73.54000000000002,1.1588176841765296e-7 - 1.3774408149524416e-9im
-73.52,1.1607552705023865e-7 - 1.3793926664577012e-9im
-73.50000000000003,1.1626956345421006e-7 - 1.381346680738186e-9im
-73.48,1.164638779066446e-7 - 1.3833028603319133e-9im
-73.45999999999998,1.1665847078352171e-7 - 1.3852611231667781e-9im
-73.44,1.1685334237140771e-7 - 1.387221580525288e-9im
-73.42000000000002,1.1704849296531465e-7 - 1.3891841590593648e-9im
-73.39999999999999,1.1724392287783899e-7 - 1.3911488995053792e-9im
-73.38,1.1743963242974072e-7 - 1.3931158025021582e-9im
-73.36000000000001,1.176356219986769e-7 - 1.3950848312893387e-9im
-73.34000000000002,1.1783189175059225e-7 - 1.397055999830119e-9im
-73.32,1.1802844213420531e-7 - 1.3990293379482722e-9im
-73.30000000000001,1.1822527344693679e-7 - 1.4010048156132827e-9im
-73.28,1.1842238598237033e-7 - 1.4029824698895934e-9im
-73.25999999999999,1.186197800320348e-7 - 1.4049622518554122e-9im
-73.24000000000001,1.1881745593056385e-7 - 1.4069441991499588e-9im
