x,wave
-195.22,1.5614006222228321e-15 - 4.664955986471535e-17im
-195.2,1.5721681888567914e-15 + 1.090925314357214e-18im
-195.18,1.5725792621636508e-15 - 2.3381450866654267e-17im
-195.16000000000003,1.5789999655255622e-15 - 1.9813040370170992e-17im
-195.14,1.6068128994525643e-15 - 4.212694094638262e-18im
-195.12,1.5850374631803297e-15 + 3.9654189481815394e-19im
-195.10000000000002,1.6110193553147606e-15 + 8.102315897544888e-18im
-195.07999999999998,1.6340758204822536e-15 - 1.9402790090617107e-17im
-195.06,1.6276738632709405e-15 - 1.0175888634589534e-17im
-195.04000000000002,1.649615267979402e-15 - 5.202628192194782e-18im
-195.02,1.6436337571502476e-15 - 4.285503178995638e-18im
-195.0,1.6388153254432907e-15 - 9.680892753644524e-18im
-194.98000000000002,1.6848462256427716e-15 - 5.464890823148426e-18im
-194.96,1.6748720783000254e-15 + 1.1256334766886816e-17im
-194.94,1.6915207988540071e-15 - 1.080783730758843e-17im
-194.92,1.7086311695775365e-15 - 1.8288390150314735e-17im
-194.89999999999998,1.7053916711971045e-15 - 1.2896628186463983e-18im
-194.88,1.7230853533494348e-15 + 1.6399511031246835e-17im
-194.86,1.7256819048958064e-15 - 1.2749164759077347e-18im
-194.83999999999997,1.7515258220068172e-15 - 4.6853686363080374e-18im
-194.82,1.7570878300519977e-15 - 9.099232621666603e-18im
-194.8,1.779541210166513e-15 - 1.805789008269332e-17im
-194.77999999999997,1.7652488220299811e-15 - 1.724601296254933e-17im
-194.76,1.7961352439634913e-15 - 1.839403120928009e-18im
-194.74,1.8149359345370122e-15 - 1.2416289530651325e-17im
-194.72000000000003,1.8115920112908304e-15 - 2.6452097594184715e-17im
-194.7,1.8290048366857605e-15 + 4.1256261932708735e-18im
-194.68,1.8345879184237278e-15 - 7.867863201972903e-18im
-194.66000000000003,1.8418424690168453e-15 - 4.993558287785475e-18im
-194.64,1.876678268729401e-15 - 2.6717668060996194e-18im
-194.62,1.893664692589186e-15 + 4.675560457401518e-18im
-194.60000000000002,1.882119475238119e-15 - 9.970268105765736e-19im
-194.58,1.909132866970133e-15 - 2.86224782627455e-20im
-194.56,1.929252183584352e-15 - 1.0312443018521081e-17im
-194.54,1.9313767053811465e-15 - 1.3705491034629753e-17im
-194.51999999999998,1.9214247430801598e-15 - 3.681166285759661e-17im
-194.5,1.9693978409383445e-15 - 2.5337215370365824e-17im
-194.48,1.95880865629895e-15 - 4.7092469125876725e-18im
-194.45999999999998,1.9837255406158247e-15 - 2.998088220913171e-17im
-194.44,2.0094536048386287e-15 - 1.2111549254759398e-17im
-194.42000000000002,2.0194853116706288e-15 - 4.076112975424819e-17im
-194.39999999999998,2.0406331083682404e-15 - 1.0235697032849546e-17im
-194.38,2.036401951202459e-15 - 2.6994750425658406e-17im
-194.36,2.0560431151633258e-15 - 1.0175374897800201e-17im
-194.33999999999997,2.0772312139878392e-15 - 3.419196694464421e-17im
-194.32,2.1016857981008608e-15 - 1.7351103589240405e-17im
-194.3,2.134367447033629e-15 + 1.7189423282540842e-18im
-194.28,2.1250660222898754e-15 - 4.6538000348248406e-17im
-194.26,2.17198006748349e-15 - 3.7716489641124614e-17im
-194.24,2.1525480468180027e-15 - 4.0356242257709474e-17im
-194.22000000000003,2.188436231101291e-15 - 3.616037566402788e-17im
-194.20000000000002,2.199899145721822e-15 - 2.445805445745584e-17im
-194.18,2.2156081263594504e-15 - 5.072749765418472e-17im
-194.16000000000003,2.2280546057897933e-15 - 2.952134989328697e-17im
-194.14,2.2567014917922438e-15 - 1.5102168371821147e-17im
-194.12,2.2697540967586036e-15 - 3.1631266887070745e-17im
-194.1,2.2629099484691917e-15 - 4.4575373788850786e-17im
-194.07999999999998,2.291077234967741e-15 - 1.9085940304690943e-17im
-194.06,2.3170694647445046e-15 - 3.77855033638955e-17im
-194.04,2.354321400030558e-15 - 1.7189182140782586e-17im
-194.01999999999998,2.353878160510032e-15 - 4.3537358121582564e-17im
-194.0,2.369571079009675e-15 - 3.5946278478180117e-17im
-193.98000000000002,2.3893706626212928e-15 - 3.8920347931528404e-17im
-193.95999999999998,2.4142665571207744e-15 - 3.719704408277714e-17im
-193.94,2.418211405628534e-15 - 2.0854295724539282e-17im
-193.92000000000002,2.4601450137913397e-15 - 5.449723006554025e-17im
-193.89999999999998,2.466107233279834e-15 - 4.470478303764092e-17im
-193.88,2.4680770259432215e-15 - 6.566389679384021e-17im
-193.86,2.5082027209534002e-15 - 4.866347098543979e-17im
-193.84,2.5203531621799964e-15 - 4.890689310597653e-17im
-193.82,2.542585320942371e-15 - 6.18118721363732e-17im
-193.8,2.5551342541667004e-15 - 6.131928243079864e-17im
-193.78,2.573556457024e-15 - 5.487510968515413e-17im
-193.76000000000002,2.568676523684263e-15 - 6.294272738057061e-17im
-193.73999999999998,2.6182599242663945e-15 - 6.48391290740537e-17im
-193.72,2.655605191897318e-15 - 6.044128528898285e-17im
-193.7,2.6581114935195556e-15 - 5.588011514260174e-17im
-193.68,2.6777790572607397e-15 - 5.82519382969139e-17im
-193.66,2.701983944325298e-15 - 6.600983037269708e-17im
-193.64,2.726182855268021e-15 - 6.635469454027822e-17im
-193.62,2.7312086898559283e-15 - 7.599399558283546e-17im
-193.60000000000002,2.7663660049232107e-15 - 7.643813676384879e-17im
-193.57999999999998,2.7804103315814654e-15 - 1.0470384055304009e-16im
-193.56,2.8125815568029717e-15 - 7.063653341299077e-17im
-193.54000000000002,2.81467707868223e-15 - 9.871154125130956e-17im
-193.51999999999998,2.846753252113286e-15 - 1.2343506657354629e-16im
-193.5,2.8618192859168537e-15 - 1.0194641075842553e-16im
-193.48000000000002,2.9014564696624995e-15 - 1.090240943562855e-16im
-193.46,2.9039870951490484e-15 - 1.1435513577696457e-16im
-193.44,2.937228276836368e-15 - 1.0285153110583317e-16im
-193.42000000000002,2.9590077810652205e-15 - 1.2777825505488684e-16im
-193.4,2.965372958916187e-15 - 1.2247533286010546e-16im
-193.38,3.0120602679504942e-15 - 1.24787054052278e-16im
-193.36,3.0357629301235716e-15 - 1.4682840153511295e-16im
-193.33999999999997,3.0659245428383053e-15 - 1.4557607375129938e-16im
-193.32,3.08655292018863e-15 - 1.2825030577331244e-16im
-193.29999999999998,3.115377223618613e-15 - 1.6299429862472958e-16im
-193.27999999999997,3.126903673850233e-15 - 1.625860718390602e-16im
-193.26,3.1553353984977727e-15 - 1.6087117649857512e-16im
-193.24,3.1878025990164796e-15 - 1.4969592302679635e-16im
-193.22,3.2263500526721354e-15 - 1.8180515908979427e-16im
-193.2,3.2571445052359312e-15 - 1.8278901746348512e-16im
-193.18,3.2598556515395966e-15 - 1.7744921630632674e-16im
-193.16000000000003,3.2948699380909596e-15 - 2.113508433318167e-16im
-193.14,3.3430149385695098e-15 - 2.0915605492355055e-16im
-193.12,3.3582432712608085e-15 - 2.2590893823267527e-16im
-193.10000000000002,3.385744859724627e-15 - 2.1947751978915777e-16im
-193.07999999999998,3.415975795452648e-15 - 2.341434784469274e-16im
-193.06,3.4368359624547793e-15 - 2.428047347290526e-16im
-193.04000000000002,3.465462215110263e-15 - 2.3317492733267373e-16im
-193.02,3.492846482866477e-15 - 2.470301044926358e-16im
-193.0,3.5259790249494896e-15 - 2.6475514555796376e-16im
-192.98000000000002,3.5484443573076747e-15 - 2.8003410753407266e-16im
-192.96,3.572507683675711e-15 - 2.80047338877504e-16im
-192.94,3.609817492983747e-15 - 2.6808191628603656e-16im
-192.92,3.638083773416273e-15 - 3.147967364496334e-16im
-192.89999999999998,3.66733808502335e-15 - 2.9820889894739954e-16im
-192.88,3.7053736681171955e-15 - 3.0457904641547115e-16im
-192.86,3.720856877162549e-15 - 3.044757328986942e-16im
-192.83999999999997,3.759790891541116e-15 - 3.125430779990796e-16im
-192.82,3.7782782865485385e-15 - 3.262250000479457e-16im
-192.8,3.771901429048932e-15 - 3.447324622434253e-16im
-192.77999999999997,3.837256003873474e-15 - 3.23345673094532e-16im
-192.76,3.86872840027955e-15 - 3.5910593691727705e-16im
-192.74,3.862628688051153e-15 - 3.4673577361121073e-16im
-192.72000000000003,3.91884258532488e-15 - 3.5141461569340936e-16im
-192.7,3.926953440785994e-15 - 3.7433716330967525e-16im
-192.68,3.949652554836598e-15 - 3.869092985649187e-16im
-192.66000000000003,3.989549941023829e-15 - 3.991490251486163e-16im
-192.64,4.005337198373072e-15 - 3.8102125637814966e-16im
-192.62,4.04252654164622e-15 - 3.9225963656847055e-16im
-192.60000000000002,4.061633901629699e-15 - 3.816088035143563e-16im
-192.58,4.0947124908654074e-15 - 4.129843972311284e-16im
-192.56,4.102531292204e-15 - 4.3070684864366113e-16im
-192.54,4.1238075230989445e-15 - 4.3759157165500586e-16im
-192.51999999999998,4.153545460228843e-15 - 4.324322703461154e-16im
-192.5,4.165627438164943e-15 - 4.3388890286350665e-16im
-192.48,4.210048245328963e-15 - 4.593279953845242e-16im
-192.45999999999998,4.205103035963709e-15 - 4.735583157293651e-16im
-192.44,4.241334018982996e-15 - 4.637002729010076e-16im
-192.42000000000002,4.2693658467199504e-15 - 4.838685622610012e-16im
-192.39999999999998,4.28317836275755e-15 - 4.65062000409888e-16im
-192.38,4.304977787392519e-15 - 5.101797177396965e-16im
-192.36,4.3250372589129925e-15 - 4.979331028892521e-16im
-192.33999999999997,4.35030755220323e-15 - 4.939103236558782e-16im
-192.32,4.345422355682508e-15 - 5.123842252092628e-16im
-192.3,4.3812648907825165e-15 - 4.983498902073397e-16im
-192.28,4.41315083481958e-15 - 5.090897569923722e-16im
-192.26,4.400727819530758e-15 - 5.329411092704764e-16im
-192.24,4.4354735790076655e-15 - 5.250485395227063e-16im
-192.22000000000003,4.447210514540971e-15 - 5.473461944835084e-16im
-192.2,4.449937261667954e-15 - 5.575215693813086e-16im
-192.18,4.487686242539897e-15 - 5.364183839089747e-16im
-192.16000000000003,4.511703479378834e-15 - 5.634945249202571e-16im
-192.14000000000001,4.5306484775680356e-15 - 5.505706791683829e-16im
-192.12,4.5340263703488594e-15 - 5.86379538297629e-16im
-192.1,4.572438344274071e-15 - 5.659982159208513e-16im
-192.07999999999998,4.5542310301766524e-15 - 5.92085151502064e-16im
-192.06,4.574105682266058e-15 - 5.947130305081608e-16im
-192.04,4.609748593927926e-15 - 5.937117050836327e-16im
-192.01999999999998,4.629639811407681e-15 - 6.045794399070875e-16im
-192.0,4.630157448402843e-15 - 6.142783082061465e-16im
-191.98000000000002,4.6573104716973114e-15 - 6.167384259394658e-16im
-191.95999999999998,4.660460349219066e-15 - 6.305318288716169e-16im
-191.94,4.6794667441968056e-15 - 6.278655454194116e-16im
-191.92000000000002,4.711058914665765e-15 - 6.595164601175681e-16im
-191.89999999999998,4.7183218527983004e-15 - 6.385597735055878e-16im
-191.88,4.739595693244511e-15 - 6.567254329853737e-16im
-191.86,4.7567587796532805e-15 - 6.617555347339596e-16im
-191.84,4.760880563305055e-15 - 6.880507119500641e-16im
-191.82,4.756177103794666e-15 - 6.667115849939117e-16im
-191.8,4.79376116467281e-15 - 6.772388905612524e-16im
-191.78000000000003,4.8212656468377275e-15 - 7.076413724392125e-16im
-191.76,4.8382289420575685e-15 - 7.03667440138522e-16im
-191.73999999999998,4.832471986627473e-15 - 7.047704959317621e-16im
-191.72,4.8463609341180156e-15 - 6.874570523945069e-16im
-191.7,4.857123552103719e-15 - 7.115926688678995e-16im
-191.68,4.865531053865187e-15 - 7.07078956467986e-16im
-191.66,4.892661661460563e-15 - 7.468499634050407e-16im
-191.64,4.896814206413152e-15 - 7.521171389552665e-16im
-191.62,4.88922715278867e-15 - 7.700806167973899e-16im
-191.6,4.931345706195635e-15 - 7.364071203596358e-16im
-191.57999999999998,4.9534440207977525e-15 - 7.609508011101217e-16im
-191.56,4.964117898616417e-15 - 7.547248983511851e-16im
-191.54000000000002,4.940835703794346e-15 - 7.718390854051497e-16im
-191.51999999999998,4.974136437011531e-15 - 7.851652290007674e-16im
-191.5,4.989829565199659e-15 - 7.804402239984989e-16im
-191.48000000000002,4.993740863549748e-15 - 8.023884226138885e-16im
-191.46,5.0266645768701094e-15 - 8.034752590027797e-16im
-191.44,5.039290507706294e-15 - 8.090723584159989e-16im
-191.42000000000002,5.044946707819134e-15 - 8.260600718599695e-16im
