x,wave_1
-109.11999999999998,3.653509270249492e-18
-109.10000000000001,3.6615764175052034e-18
-109.07999999999998,3.669660250214873e-18
-109.06,3.6777608001190944e-18
-109.03999999999999,3.685878099012203e-18
-109.01999999999998,3.694012178742347e-18
-109.0,3.70216307121153e-18
-108.97999999999999,3.710330808375724e-18
-108.96,3.718515422244932e-18
-108.94,3.726716944883275e-18
-108.92,3.734935408409044e-18
-108.89999999999998,3.743170844994797e-18
-108.88,3.751423286867413e-18
-108.86000000000001,3.759692766308196e-18
-108.84000000000002,3.7679793156529334e-18
-108.82,3.7762829672919544e-18
-108.80000000000001,3.7846037536702955e-18
-108.78000000000002,3.792941707287593e-18
-108.75999999999999,3.801296860698376e-18
-108.74000000000001,3.8096692465119905e-18
-108.72000000000001,3.8180588973927485e-18
-108.69999999999999,3.826465846059959e-18
-108.68,3.834890125288048e-18
-108.65999999999998,3.843331767906611e-18
-108.64000000000001,3.851790806800485e-18
-108.62,3.8602672749098134e-18
-108.59999999999998,3.868761205230207e-18
-108.57999999999998,3.877272630812687e-18
-108.56,3.885801584763884e-18
-108.53999999999999,3.894348100246009e-18
-108.52,3.902912210477019e-18
-108.5,3.911493948730662e-18
-108.48000000000002,3.920093348336543e-18
-108.46,3.928710442680189e-18
-108.44,3.9373452652031975e-18
-108.42000000000002,3.945997849403227e-18
-108.4,3.954668228834066e-18
-108.38,3.963356437105866e-18
-108.36000000000001,3.972062507885002e-18
-108.34000000000002,3.980786474894309e-18
-108.32,3.989528371913121e-18
-108.30000000000001,3.998288232777281e-18
-108.27999999999999,4.007066091379307e-18
-108.26000000000002,4.015861981668443e-18
-108.24000000000001,4.024675937650708e-18
-108.22000000000001,4.0335079933890106e-18
-108.19999999999999,4.042358183003207e-18
-108.18,4.0512265406701745e-18
-108.15999999999998,4.060113100623903e-18
-108.13999999999999,4.069017897155596e-18
-108.12,4.077940964613679e-18
-108.10000000000001,4.0868823374039525e-18
-108.07999999999998,4.095842049989647e-18
-108.06,4.104820136891452e-18
-108.04000000000002,4.113816632687684e-18
-108.02,4.122831572014288e-18
-108.0,4.131864989564957e-18
-107.98000000000002,4.140916920091212e-18
-107.96000000000001,4.1499873984024455e-18
-107.94,4.1590764593660224e-18
-107.92000000000002,4.168184137907398e-18
-107.89999999999998,4.177310469010144e-18
-107.88,4.186455487716014e-18
-107.85999999999999,4.195619229125098e-18
-107.84000000000002,4.204801728395813e-18
-107.82,4.214003020745052e-18
-107.80000000000001,4.223223141448246e-18
-107.77999999999999,4.2324621258393994e-18
-107.75999999999999,4.241720009311261e-18
-107.74000000000001,4.250996827315277e-18
-107.71999999999998,4.260292615361792e-18
-107.69999999999999,4.269607409020078e-18
-107.68,4.278941243918378e-18
-107.66000000000001,4.288294155744074e-18
-107.63999999999999,4.297666180243658e-18
-107.62,4.307057353222915e-18
-107.60000000000001,4.316467710546931e-18
-107.57999999999998,4.325897288140232e-18
-107.56,4.335346121986773e-18
-107.54000000000002,4.344814248130168e-18
-107.52000000000002,4.35430170267359e-18
-107.5,4.3638085217799915e-18
-107.47999999999999,4.373334741672103e-18
-107.46000000000001,4.38288039863261e-18
-107.44,4.392445529004078e-18
-107.42000000000002,4.402030169189212e-18
-107.39999999999998,4.411634355650778e-18
-107.38,4.421258124911813e-18
-107.36000000000001,4.430901513555593e-18
-107.33999999999999,4.440564558225837e-18
-107.32,4.450247295626654e-18
-107.30000000000001,4.459949762522722e-18
-107.27999999999999,4.469671995739367e-18
-107.25999999999999,4.479414032162576e-18
-107.24000000000001,4.489175908739109e-18
-107.22000000000001,4.4989576624766305e-18
-107.19999999999999,4.5087593304437015e-18
-107.18,4.518580949769976e-18
-107.16000000000001,4.528422557646154e-18
-107.13999999999999,4.538284191324154e-18
-107.12,4.54816588811714e-18
-107.09999999999998,4.5580676853996655e-18
-107.08000000000001,4.567989620607718e-18
-107.06,4.57793173123875e-18
-107.04000000000002,4.5878940548518914e-18
-107.02,4.597876629067876e-18
-107.0,4.607879491569253e-18
-106.97999999999999,4.6179026801004116e-18
-106.95999999999998,4.627946232467643e-18
-106.94,4.638010186539263e-18
-106.92000000000002,4.648094580245702e-18
-106.89999999999998,4.658199451579517e-18
-106.88,4.6683248385955884e-18
-106.86000000000001,4.678470779411061e-18
-106.83999999999999,4.6886373122055556e-18
-106.82,4.698824475221189e-18
-106.80000000000001,4.709032306762666e-18
-106.78000000000002,4.7192608451973685e-18
-106.75999999999999,4.7295101289553856e-18
-106.74000000000001,4.739780196529708e-18
-106.72000000000001,4.7500710864762114e-18
-106.70000000000002,4.760382837413795e-18
-106.67999999999998,4.770715488024427e-18
-106.66000000000001,4.781069077053256e-18
-106.63999999999999,4.791443643308673e-18
-106.62,4.801839225662431e-18
-106.59999999999998,4.812255863049655e-18
-106.57999999999998,4.822693594469025e-18
-106.56,4.833152458982796e-18
-106.53999999999999,4.843632495716876e-18
-106.52,4.8541337438609345e-18
-106.5,4.864656242668498e-18
-106.48,4.875200031456985e-18
-106.45999999999998,4.885765149607853e-18
-106.44,4.89635163656661e-18
-106.42000000000002,4.906959531842993e-18
-106.39999999999998,4.917588875010933e-18
-106.38,4.9282397057087535e-18
-106.36000000000001,4.938912063639192e-18
-106.34000000000002,4.949605988569485e-18
-106.32,4.96032152033148e-18
-106.29999999999998,4.9710586988217014e-18
-106.28000000000002,4.981817564001422e-18
-106.25999999999999,4.9925981558968015e-18
-106.24000000000001,5.003400514598863e-18
-106.21999999999998,5.0142246802637404e-18
-106.20000000000002,5.0250706931126004e-18
-106.18,5.035938593431839e-18
-106.15999999999998,5.046828421573092e-18
-106.13999999999999,5.05774021795336e-18
-106.12,5.068674023055121e-18
-106.10000000000002,5.079629877426331e-18
-106.07999999999998,5.090607821680608e-18
-106.06,5.1016078964972336e-18
-106.04000000000002,5.1126301426212754e-18
-106.02,5.123674600863688e-18
-106.0,5.134741312101351e-18
-105.98,5.145830317277247e-18
-105.96000000000001,5.156941657400414e-18
-105.94,5.1680753735461006e-18
-105.92000000000002,5.179231506855909e-18
-105.90000000000002,5.190410098537795e-18
-105.88,5.201611189866164e-18
-105.86000000000001,5.212834822181998e-18
-105.83999999999999,5.224081036892923e-18
-105.82000000000002,5.2353498754732706e-18
-105.79999999999998,5.246641379464186e-18
-105.77999999999999,5.2579555904737356e-18
-105.75999999999999,5.269292550176941e-18
-105.74000000000001,5.280652300315931e-18
-105.71999999999998,5.29203488269994e-18
-105.69999999999999,5.303440339205471e-18
-105.68,5.3148687117763715e-18
-105.66000000000001,5.326320042423889e-18
-105.63999999999999,5.3377943732267744e-18
-105.62,5.34929174633135e-18
-105.60000000000002,5.36081220395165e-18
-105.57999999999998,5.372355788369438e-18
-105.56,5.383922541934342e-18
-105.54000000000002,5.395512507063943e-18
-105.52000000000001,5.4071257262438e-18
-105.5,5.4187622420275894e-18
-105.48,5.4304220970372515e-18
-105.45999999999998,5.4421053339629295e-18
-105.44,5.453811995563157e-18
-105.41999999999999,5.465542124664956e-18
-105.40000000000002,5.477295764163853e-18
-105.38,5.48907295702403e-18
-105.36000000000001,5.500873746278401e-18
-105.33999999999999,5.512698175028662e-18
-105.32,5.524546286445404e-18
-105.30000000000001,5.536418123768221e-18
-105.27999999999999,5.5483137303057376e-18
-105.25999999999999,5.560233149435797e-18
-105.24000000000001,5.572176424605431e-18
-105.22000000000001,5.584143599331042e-18
-105.19999999999999,5.596134717198426e-18
-105.18,5.6081498218628906e-18
-105.16000000000001,5.620188957049357e-18
-105.13999999999999,5.632252166552424e-18
-105.12,5.64433949423645e-18
-105.10000000000002,5.6564509840356716e-18
-105.07999999999998,5.6685866799542676e-18
-105.06,5.6807466260664636e-18
-105.03999999999999,5.692930866516591e-18
-105.02000000000001,5.7051394455192e-18
-105.0,5.717372407359136e-18
-104.97999999999998,5.729629796391687e-18
-104.95999999999998,5.741911657042547e-18
-104.94,5.754218033808021e-18
-104.92000000000002,5.766548971255027e-18
-104.89999999999999,5.7789045140213395e-18
-104.88,5.791284706815442e-18
-104.86000000000001,5.803689594416758e-18
-104.83999999999999,5.81611922167579e-18
-104.82,5.828573633514095e-18
-104.80000000000001,5.841052874924424e-18
-104.78000000000002,5.853556990970851e-18
-104.75999999999999,5.866086026788705e-18
-104.74000000000001,5.878640027584882e-18
-104.72000000000001,5.891219038637759e-18
-104.69999999999999,5.903823105297432e-18
-104.68,5.916452272985616e-18
-104.65999999999998,5.929106587195894e-18
-104.64000000000001,5.941786093493775e-18
-104.62,5.954490837516699e-18
-104.60000000000002,5.96722086497425e-18
-104.57999999999998,5.979976221648142e-18
-104.56,5.992756953392376e-18
-104.53999999999999,6.005563106133261e-18
-104.51999999999998,6.018394725869607e-18
-104.5,6.0312518586727415e-18
-104.48,6.044134550686583e-18
-104.45999999999998,6.057042848127774e-18
-104.44,6.0699767972857604e-18
-104.42000000000002,6.082936444522871e-18
-104.39999999999999,6.09592183627444e-18
-104.38,6.108933019048865e-18
-104.36000000000001,6.1219700394276905e-18
-104.34000000000002,6.135032944065745e-18
-104.32,6.1481217796911015e-18
-104.30000000000001,6.1612365931053614e-18
-104.27999999999999,6.174377431183663e-18
-104.25999999999999,6.187544340874675e-18
-104.23999999999998,6.2007373692008405e-18
-104.22000000000001,6.213956563258376e-18
-104.19999999999999,6.227201970217372e-18
-104.18,6.240473637321869e-18
-104.15999999999998,6.253771611890038e-18
-104.13999999999999,6.267095941314153e-18
-104.12,6.280446673060749e-18
-104.1,6.2938238546707294e-18
-104.07999999999998,6.307227533759371e-18
-104.06,6.320657758016548e-18
-104.04,6.334114575206696e-18
-104.01999999999998,6.347598033168911e-18
-104.0,6.361108179817175e-18
-103.98,6.3746450631403324e-18
-103.96000000000001,6.388208731202121e-18
-103.94,6.401799232141462e-18
-103.92000000000002,6.4154166141723644e-18
-103.90000000000002,6.42906092558411e-18
-103.88,6.442732214741314e-18
-103.85999999999999,6.4564305300840175e-18
-103.84000000000002,6.470155920127844e-18
-103.82,6.483908433463951e-18
-103.80000000000001,6.497688118759249e-18
-103.77999999999999,6.511495024756445e-18
-103.75999999999999,6.525329200274111e-18
-103.74000000000001,6.539190694206872e-18
-103.71999999999998,6.553079555525375e-18
-103.69999999999999,6.566995833276406e-18
-103.68,6.580939576583047e-18
-103.65999999999998,6.594910834644776e-18
-103.63999999999999,6.608909656737441e-18
-103.62,6.622936092213475e-18
-103.60000000000002,6.636990190501856e-18
-103.58,6.651072001108413e-18
-103.56,6.6651815736156934e-18
-103.54,6.679318957683155e-18
-103.52000000000001,6.693484203047292e-18
-103.5,6.7076773595216625e-18
-103.48000000000002,6.721898476996973e-18
-103.46000000000001,6.7361476054413224e-18
-103.44,6.750424794900054e-18
-103.42000000000002,6.7647300954959705e-18
-103.39999999999999,6.7790635574295004e-18
-103.38000000000002,6.793425230978703e-18
-103.36000000000001,6.8078151664993536e-18
-103.33999999999999,6.8222334144250365e-18
-103.32,6.836680025267292e-18
-103.30000000000001,6.851155049615645e-18
-103.27999999999999,6.865658538137804e-18
-103.25999999999999,6.880190541579601e-18
-103.24000000000001,6.894751110765176e-18
-103.22000000000001,6.909340296597075e-18
-103.19999999999999,6.9239581500563395e-18
-103.18,6.9386047222025445e-18
-103.16000000000001,6.95328006417396e-18
-103.13999999999999,6.967984227187612e-18
-103.12,6.982717262539373e-18
-103.10000000000002,6.99747922160409e-18
-103.08000000000001,7.012270155835631e-18
-103.05999999999997,7.027090116766973e-18
-103.04,7.041939156010332e-18
-103.01999999999998,7.056817325257297e-18
-103.0,7.071724676278803e-18
-102.97999999999999,7.086661260925343e-18
-102.95999999999998,7.101627131126993e-18
-102.94,7.11662233889353e-18
-102.92000000000002,7.131646936314484e-18
-102.89999999999999,7.146700975559376e-18
-102.88,7.161784508877524e-18
-102.86000000000001,7.176897588598501e-18
-102.83999999999999,7.192040267131946e-18
-102.82,7.207212596967774e-18
-102.80000000000001,7.222414630676272e-18
-102.78000000000002,7.237646420908139e-18
-102.75999999999999,7.252908020394678e-18
-102.74000000000001,7.268199481947734e-18
-102.72000000000001,7.283520858459977e-18
-102.69999999999999,7.298872202904837e-18
-102.68,7.314253568336684e-18
-102.66000000000001,7.329665007890913e-18
-102.63999999999999,7.345106574784025e-18
-102.62,7.360578322313689e-18
-102.6,7.37608030385893e-18
-102.58000000000001,7.39161257288009e-18
-102.56,7.407175182919084e-18
-102.53999999999998,7.422768187599307e-18
-102.51999999999998,7.438391640625902e-18
-102.5,7.454045595785778e-18
-102.48000000000002,7.469730106947647e-18
-102.45999999999998,7.485445228062302e-18
-102.44,7.501191013162432e-18
-102.42000000000002,7.516967516362942e-18
-102.39999999999999,7.532774791861098e-18
-102.38,7.548612893936326e-18
-102.36000000000001,7.564481876950545e-18
-102.34000000000002,7.580381795348266e-18
-102.32,7.596312703656565e-18
-102.30000000000001,7.612274656485207e-18
-102.28000000000002,7.628267708526884e-18
-102.25999999999999,7.644291914557062e-18
-102.24000000000001,7.660347329434253e-18
-102.21999999999998,7.67643400810022e-18
-102.20000000000002,7.692552005579646e-18
-102.18,7.70870137698073e-18
-102.15999999999998,7.724882177494968e-18
-102.13999999999999,7.741094462397326e-18
-102.12,7.757338287046405e-18
-102.1,7.7736137068844e-18
-102.07999999999998,7.789920777437338e-18
-102.06,7.806259554315124e-18
-102.04,7.822630093211538e-18
-102.01999999999998,7.839032449904507e-18
-102.0,7.855466680256018e-18
-101.98000000000002,7.871932840212372e-18
-101.95999999999998,7.888430985804214e-18
-101.94,7.9049611731466e-18
-101.92000000000002,7.921523458439174e-18
-101.90000000000002,7.938117897966088e-18
-101.88,7.954744548096332e-18
-101.86000000000001,7.971403465283696e-18
-101.83999999999999,7.988094706066867e-18
-101.82000000000002,8.004818327069616e-18
-101.79999999999998,8.021574385000672e-18
-101.78000000000002,8.038362936654104e-18
-101.75999999999999,8.05518403890928e-18
-101.74000000000001,8.072037748730898e-18
-101.71999999999998,8.088924123169216e-18
-101.69999999999999,8.10584321936002e-18
-101.68,8.122795094524835e-18
-101.65999999999998,8.139779805971033e-18
-101.63999999999999,8.156797411091697e-18
-101.62,8.173847967366011e-18
-101.60000000000001,8.190931532359235e-18
-101.57999999999998,8.208048163722743e-18
-101.56,8.225197919194228e-18
-101.54,8.242380856597714e-18
-101.51999999999998,8.259597033843723e-18
-101.5,8.276846508929262e-18
-101.48000000000002,8.294129339938076e-18
-101.45999999999998,8.311445585040673e-18
-101.44,8.328795302494268e-18
-101.41999999999999,8.346178550643175e-18
-101.40000000000002,8.36359538791872e-18
-101.38,8.381045872839255e-18
-101.35999999999999,8.39853006401056e-18
-101.33999999999999,8.416048020125588e-18
-101.32,8.43359979996477e-18
-101.30000000000001,8.451185462396078e-18
-101.27999999999999,8.468805066375132e-18
-101.25999999999999,8.486458670945186e-18
-101.24000000000001,8.504146335237486e-18
-101.22000000000001,8.52186811847095e-18
-101.19999999999999,8.539624079952715e-18
-101.18,8.557414279077929e-18
-101.16000000000003,8.57523877533003e-18
-101.13999999999999,8.593097628280613e-18
-101.12,8.610990897589821e-18
-101.10000000000001,8.628918643006269e-18
-101.08000000000001,8.646880924367078e-18
-101.06,8.6648778015982e-18
-101.03999999999998,8.682909334714285e-18
-101.02000000000001,8.70097558381888e-18
-101.0,8.719076609104552e-18
-100.98000000000002,8.737212470853016e-18
-100.96,8.755383229435012e-18
-100.94,8.773588945310694e-18
-100.91999999999999,8.79182967902952e-18
-100.89999999999999,8.810105491230491e-18
-100.88,8.828416442642107e-18
-100.86000000000001,8.846762594082612e-18
-100.83999999999999,8.865144006459943e-18
-100.82,8.883560740772004e-18
-100.80000000000001,8.902012858106608e-18
-100.78000000000002,8.920500419641649e-18
-100.75999999999999,8.93902348664511e-18
-100.74000000000001,8.95758212047535e-18
-100.72000000000001,8.976176382581046e-18
-100.69999999999999,8.994806334501233e-18
-100.68,9.013472037865687e-18
-100.66000000000003,9.032173554394719e-18
-100.64000000000001,9.050910945899351e-18
-100.62,9.069684274281552e-18
-100.60000000000001,9.0884936015342e-18
-100.57999999999998,9.107338989741254e-18
-100.56,9.126220501077717e-18
-100.53999999999998,9.145138197809936e-18
-100.51999999999998,9.164092142295551e-18
-100.5,9.183082396983662e-18
-100.48000000000002,9.202109024414869e-18
-100.46,9.221172087221469e-18
-100.44,9.24027164812749e-18
-100.42000000000002,9.259407769948708e-18
-100.39999999999999,9.278580515592902e-18
-100.38,9.297789948059891e-18
-100.36000000000001,9.317036130441576e-18
-100.34,9.33631912592214e-18
-100.32,9.355638997778001e-18
-100.30000000000001,9.374995809378149e-18
-100.28000000000002,9.394389624183955e-18
-100.25999999999999,9.413820505749462e-18
-100.23999999999998,9.433288517721465e-18
-100.22000000000001,9.452793723839583e-18
-100.19999999999999,9.472336187936292e-18
-100.18,9.491915973937081e-18
-100.16,9.511533145860662e-18
-100.13999999999999,9.531187767818852e-18
-100.12,9.550879904016865e-18
-100.09999999999998,9.570609618753236e-18
-100.07999999999998,9.590376976420082e-18
-100.06,9.610182041503157e-18
-100.04,9.630024878581801e-18
-100.01999999999998,9.649905552329333e-18
-100.0,9.669824127512822e-18
-99.98000000000002,9.689780668993429e-18
-99.96,9.709775241726407e-18
-99.94,9.729807910761194e-18
-99.92000000000002,9.749878741241558e-18
-99.90000000000002,9.769987798405686e-18
-99.88,9.790135147586215e-18
-99.85999999999999,9.810320854210462e-18
-99.84,9.830544983800304e-18
-99.82,9.850807601972533e-18
-99.80000000000001,9.871108774438894e-18
-99.77999999999999,9.891448567005975e-18
-99.76000000000002,9.91182704557555e-18
-99.74000000000001,9.932244276144592e-18
-99.72000000000003,9.952700324805408e-18
-99.7,9.973195257745505e-18
-99.68,9.993729141248177e-18
-99.65999999999998,1.0014302041692087e-17
-99.63999999999999,1.0034914025551722e-17
-99.62,1.0055565159397269e-17
-99.60000000000001,1.0076255509894827e-17
-99.57999999999998,1.0096985143806558e-17
-99.56,1.0117754127990655e-17
-99.54000000000002,1.0138562529401502e-17
-99.52,1.0159410415089801e-17
-99.5,1.0180297852202584e-17
-99.47999999999998,1.0201224907983429e-17
-99.46000000000001,1.0222191649772523e-17
-99.44,1.0243198145006639e-17
-99.42000000000002,1.0264244461219495e-17
-99.39999999999999,1.02853306660415e-17
-99.38,1.0306456827200212e-17
-99.35999999999999,1.0327623012520227e-17
-99.34000000000002,1.0348829289923272e-17
-99.32,1.0370075727428458e-17
-99.30000000000001,1.0391362393152196e-17
-99.27999999999997,1.0412689355308377e-17
-99.25999999999999,1.0434056682208545e-17
-99.24000000000001,1.04554644422619e-17
-99.21999999999998,1.0476912703975372e-17
-99.19999999999999,1.0498401535953868e-17
-99.18,1.051993100690021e-17
-99.16000000000001,1.0541501185615301e-17
-99.13999999999999,1.0563112140998284e-17
-99.12,1.0584763942046489e-17
-99.10000000000002,1.0606456657855748e-17
-99.08000000000001,1.062819035762024e-17
-99.05999999999997,1.0649965110632782e-17
-99.04,1.0671780986284937e-17
-99.01999999999998,1.0693638054066936e-17
-99.0,1.0715536383567942e-17
-98.97999999999999,1.073747604447614e-17
-98.96000000000002,1.075945710657871e-17
-98.94,1.0781479639762022e-17
-98.92000000000002,1.0803543714011827e-17
-98.89999999999999,1.0825649399413089e-17
-98.88,1.0847796766150406e-17
-98.86,1.0869985884507787e-17
-98.83999999999997,1.0892216824869113e-17
-98.82,1.0914489657717873e-17
-98.80000000000001,1.0936804453637525e-17
-98.77999999999999,1.095916128331148e-17
-98.75999999999999,1.0981560217523185e-17
-98.74000000000001,1.1004001327156304e-17
-98.72000000000003,1.1026484683194801e-17
-98.7,1.1049010356722908e-17
-98.67999999999998,1.1071578418925444e-17
-98.66000000000001,1.1094188941087777e-17
-98.63999999999999,1.1116841994595898e-17
-98.62,1.1139537650936597e-17
-98.59999999999998,1.116227598169751e-17
-98.58000000000001,1.1185057058567348e-17
-98.56,1.1207880953335802e-17
-98.54000000000002,1.123074773789372e-17
-98.52,1.1253657484233216e-17
-98.50000000000003,1.127661026444791e-17
-98.48,1.1299606150732714e-17
-98.45999999999998,1.1322645215384261e-17
-98.44,1.1345727530800679e-17
-98.42000000000002,1.1368853169482055e-17
-98.39999999999999,1.13920222040302e-17
-98.38,1.1415234707148963e-17
-98.36000000000001,1.1438490751644283e-17
-98.34000000000002,1.1461790410424161e-17
-98.32,1.1485133756499013e-17
-98.30000000000001,1.150852086298148e-17
-98.28,1.1531951803086749e-17
-98.25999999999999,1.1555426650132537e-17
-98.24000000000001,1.1578945477539276e-17
-98.21999999999998,1.1602508358830166e-17
-98.20000000000002,1.162611536763112e-17
-98.17999999999998,1.164976657767121e-17
-98.16000000000001,1.1673462062782512e-17
-98.13999999999999,1.1697201896900179e-17
-98.12,1.172098615406274e-17
-98.1,1.1744814908412084e-17
-98.07999999999998,1.1768688234193389e-17
-98.06,1.1792606205755638e-17
-98.04,1.1816568897551274e-17
-98.01999999999998,1.184057638413661e-17
-98.0,1.186462874017185e-17
-97.98000000000002,1.1888726040421065e-17
-97.96,1.1912868359752392e-17
-97.94,1.1937055773138149e-17
-97.92000000000002,1.1961288355654945e-17
-97.90000000000002,1.198556618248371e-17
-97.88,1.2009889328909826e-17
-97.86,1.2034257870323214e-17
-97.83999999999997,1.2058671882218516e-17
-97.82,1.2083131440195092e-17
-97.79999999999998,1.2107636619957137e-17
-97.78000000000002,1.2132187497313813e-17
-97.75999999999999,1.2156784148179284e-17
-97.74000000000001,1.2181426648573071e-17
-97.72,1.2206115074619594e-17
-97.70000000000002,1.223084950254894e-17
-97.68,1.2255630008696432e-17
-97.65999999999998,1.2280456669503157e-17
-97.63999999999999,1.2305329561515664e-17
-97.62,1.2330248761386313e-17
-97.60000000000001,1.235521434587328e-17
-97.57999999999998,1.2380226391840773e-17
-97.56,1.2405284976258955e-17
-97.54000000000002,1.2430390176204227e-17
-97.52,1.2455542068859088e-17
-97.5,1.2480740731512569e-17
-97.48000000000002,1.250598624155987e-17
-97.45999999999998,1.2531278676503086e-17
-97.44,1.2556618113950678e-17
-97.41999999999999,1.2582004631617915e-17
-97.4,1.2607438307326983e-17
-97.38,1.2632919219006913e-17
-97.36000000000001,1.265844744469379e-17
-97.33999999999999,1.2684023062530846e-17
-97.32000000000002,1.2709646150768623e-17
-97.30000000000001,1.2735316787764862e-17
-97.28000000000003,1.2761035051984787e-17
-97.25999999999999,1.2786801022001206e-17
-97.24000000000001,1.2812614776494509e-17
-97.21999999999998,1.2838476394252764e-17
-97.19999999999999,1.2864385954172013e-17
-97.18,1.2890343535256104e-17
-97.16000000000001,1.2916349216616926e-17
-97.13999999999999,1.2942403077474567e-17
-97.12,1.2968505197157233e-17
-97.10000000000002,1.2994655655101479e-17
-97.08,1.302085453085239e-17
-97.06,1.3047101904063405e-17
-97.03999999999998,1.3073397854496743e-17
-97.02000000000001,1.3099742462023197e-17
-97.0,1.3126135806622503e-17
-96.98000000000002,1.3152577968383238e-17
-96.96,1.3179069027502974e-17
-96.94000000000003,1.3205609064288392e-17
-96.91999999999999,1.3232198159155556e-17
-96.90000000000002,1.3258836392629591e-17
-96.88,1.328552384534524e-17
-96.86,1.3312260598046596e-17
-96.83999999999997,1.333904673158747e-17
-96.82,1.3365882326931264e-17
-96.80000000000001,1.3392767465151331e-17
-96.77999999999999,1.3419702227430787e-17
-96.75999999999999,1.3446686695062855e-17
-96.74000000000001,1.3473720949450796e-17
-96.72000000000001,1.350080507210807e-17
-96.69999999999999,1.3527939144658498e-17
-96.68,1.3555123248836114e-17
-96.65999999999998,1.3582357466485782e-17
-96.63999999999999,1.360964187956259e-17
-96.61999999999998,1.3636976570132564e-17
-96.60000000000001,1.3664361620372412e-17
-96.57999999999998,1.369179711256972e-17
-96.56,1.3719283129123121e-17
-96.53999999999999,1.3746819752542319e-17
-96.52000000000002,1.377440706544816e-17
-96.5,1.3802045150572746e-17
-96.48000000000002,1.3829734090759714e-17
-96.45999999999998,1.3857473968963985e-17
-96.44,1.3885264868252166e-17
-96.42,1.3913106871802515e-17
-96.39999999999998,1.3941000062905084e-17
-96.38,1.396894452496171e-17
-96.36000000000001,1.3996940341486298e-17
-96.34000000000002,1.4024987596104736e-17
-96.32,1.4053086372555123e-17
-96.30000000000001,1.4081236754687894e-17
-96.28000000000003,1.4109438826465658e-17
-96.25999999999999,1.4137692671963662e-17
-96.23999999999998,1.416599837536957e-17
-96.22000000000001,1.4194356020983782e-17
-96.19999999999999,1.4222765693219512e-17
-96.18,1.4251227476602655e-17
-96.15999999999998,1.4279741455772165e-17
-96.14000000000001,1.4308307715480066e-17
-96.12,1.4336926340591462e-17
-96.10000000000002,1.4365597416084755e-17
-96.08,1.439432102705149e-17
-96.06,1.4423097258696976e-17
-96.03999999999998,1.445192619633982e-17
-96.01999999999998,1.4480807925412385e-17
-96.0,1.4509742531460652e-17
-95.98000000000002,1.453873010014452e-17
-95.96,1.4567770717237767e-17
-95.94,1.459686446862819e-17
-95.92000000000002,1.4626011440317815e-17
-95.90000000000002,1.4655211718422663e-17
-95.88,1.4684465389173326e-17
-95.85999999999997,1.471377253891466e-17
-95.84,1.474313325410606e-17
-95.82,1.477254762132148e-17
-95.80000000000001,1.48020157272497e-17
-95.77999999999999,1.4831537658694165e-17
-95.76000000000002,1.486111350257332e-17
-95.74000000000001,1.4890743345920668e-17
-95.72000000000001,1.4920427275884534e-17
-95.69999999999999,1.495016537972876e-17
-95.68,1.497995774483238e-17
-95.65999999999998,1.5009804458689607e-17
-95.63999999999999,1.5039705608910378e-17
-95.62,1.5069661283220156e-17
-95.60000000000001,1.5099671569460035e-17
-95.57999999999998,1.5129736555586922e-17
-95.56,1.515985632967357e-17
-95.54000000000002,1.5190030979908787e-17
-95.52,1.5220260594597313e-17
-95.5,1.5250545262160094e-17
-95.48000000000002,1.5280885071134395e-17
-95.46000000000001,1.531128011017382e-17
-95.43999999999997,1.534173046804836e-17
-95.42,1.5372236233644623e-17
-95.39999999999998,1.540279749596589e-17
-95.38,1.5433414344132073e-17
-95.35999999999999,1.546408686738003e-17
-95.34000000000002,1.549481515506352e-17
-95.32,1.5525599296653376e-17
-95.30000000000001,1.5556439381737495e-17
-95.28,1.5587335500020973e-17
-95.25999999999999,1.5618287741326345e-17
-95.24000000000001,1.564929619559348e-17
-95.21999999999998,1.5680360952879894e-17
-95.19999999999999,1.5711482103360544e-17
-95.18,1.5742659737328162e-17
-95.16000000000001,1.577389394519323e-17
-95.13999999999999,1.5805184817484262e-17
-95.12,1.5836532444847703e-17
-95.10000000000002,1.5867936918048147e-17
-95.08,1.589939832796824e-17
-95.05999999999997,1.593091676560897e-17
-95.04,1.5962492322089808e-17
-95.01999999999998,1.599412508864867e-17
-95.0,1.6025815156641965e-17
-94.97999999999999,1.6057562617544756e-17
-94.96000000000001,1.6089367562950986e-17
-94.94,1.6121230084573437e-17
-94.92000000000002,1.6153150274243902e-17
-94.89999999999999,1.6185128223912918e-17
-94.88000000000002,1.6217164025650557e-17
-94.86000000000001,1.6249257771646006e-17
-94.83999999999997,1.62814095542077e-17
-94.82,1.631361946576359e-17
-94.80000000000001,1.6345887598861245e-17
-94.77999999999999,1.6378214046167623e-17
-94.75999999999999,1.6410598900469682e-17
-94.74000000000001,1.644304225467404e-17
-94.72000000000001,1.6475544201807092e-17
-94.69999999999999,1.650810483501566e-17
-94.68,1.6540724247566253e-17
-94.66000000000003,1.6573402532845806e-17
-94.63999999999999,1.660613978436147e-17
-94.62,1.6638936095740803e-17
-94.59999999999998,1.667179156073193e-17
-94.58000000000001,1.6704706273203323e-17
-94.56,1.6737680327144393e-17
-94.54000000000002,1.6770713816665162e-17
-94.52,1.6803806835996605e-17
-94.5,1.683695947949057e-17
-94.47999999999999,1.6870171841620004e-17
-94.46000000000002,1.690344401697913e-17
-94.44,1.693677610028306e-17
-94.42,1.6970168186368718e-17
