x,wave_1
-197.54000000000002,1.661803153670562e-23
-197.51999999999998,1.6544187113130942e-23
-197.5,1.6467887403817238e-23
-197.48000000000002,1.6389221622817018e-23
-197.46,1.6308282357121375e-23
-197.44,1.6225165638570254e-23
-197.42000000000002,1.613997101358164e-23
-197.4,1.6052801609750846e-23
-197.38,1.5963764198239537e-23
-197.35999999999999,1.5872969250736352e-23
-197.33999999999997,1.5780530989630212e-23
-197.32,1.5686567429894962e-23
-197.3,1.5591200411044538e-23
-197.27999999999997,1.5494555617388683e-23
-197.26,1.5396762584701645e-23
-197.24,1.529795469132185e-23
-197.22,1.519826913163595e-23
-197.2,1.5097846869871288e-23
-197.18,1.49968325721411e-23
-197.16000000000003,1.489537451476221e-23
-197.14,1.4793624467003316e-23
-197.12,1.4691737546633441e-23
-197.10000000000002,1.4589872046925995e-23
-197.07999999999998,1.4488189234138387e-23
-197.06,1.4386853114926157e-23
-197.04000000000002,1.4286030173657516e-23
-197.02,1.4185889080158192e-23
-197.0,1.4086600369014828e-23
-196.98000000000002,1.3988336092181763e-23
-196.95999999999998,1.3891269447234232e-23
-196.94,1.3795574384170204e-23
-196.92,1.370142519414031e-23
-196.89999999999998,1.3608996083862336e-23
-196.88,1.3518460739718433e-23
-196.86,1.3429991885626688e-23
-196.83999999999997,1.3343760838715308e-23
-196.82,1.325993706660513e-23
-196.8,1.3178687749748318e-23
-196.77999999999997,1.3100177351791835e-23
-196.76,1.3024567200380547e-23
-196.74,1.2952015080218737e-23
-196.72000000000003,1.2882674839622999e-23
-196.7,1.2816696011258352e-23
-196.68,1.2754223447297584e-23
-196.66000000000003,1.2695396968906985e-23
-196.64,1.2640351029753114e-23
-196.62,1.2589214393159696e-23
-196.60000000000002,1.2542109822600978e-23
-196.58,1.2499153785393772e-23
-196.56,1.246045616970777e-23
-196.54,1.2426120015328669e-23
-196.51999999999998,1.2396241258947333e-23
-196.5,1.2370908495077093e-23
-196.48,1.2350202753994954e-23
-196.45999999999998,1.2334197298338705e-23
-196.44,1.2322957440154871e-23
-196.42000000000002,1.231654038027118e-23
-196.39999999999998,1.2314995071863224e-23
-196.38,1.2318362109997688e-23
-196.36,1.2326673648768657e-23
-196.34,1.233995334741738e-23
-196.32,1.2358216346539731e-23
-196.3,1.238146927516177e-23
-196.28,1.240971028911253e-23
-196.26,1.2442929140754381e-23
-196.24,1.2481107279763725e-23
-196.22000000000003,1.2524217984294816e-23
-196.20000000000002,1.2572226521520996e-23
-196.18,1.2625090336237233e-23
-196.16,1.2682759265934379e-23
-196.14,1.2745175780523869e-23
-196.12,1.2812275244704011e-23
-196.1,1.2883986200817153e-23
-196.07999999999998,1.2960230669951224e-23
-196.06,1.3040924468982451e-23
-196.04,1.3125977541240205e-23
-196.01999999999998,1.3215294298488799e-23
-196.0,1.3308773971963643e-23
-195.98000000000002,1.3406310970261343e-23
-195.95999999999998,1.3507795241962123e-23
-195.94,1.3613112640952693e-23
-195.92000000000002,1.3722145292514025e-23
-195.9,1.3834771958341892e-23
-195.88,1.3950868398770954e-23
-195.86,1.407030773058316e-23
-195.84,1.419296077888819e-23
-195.82,1.4318696421677695e-23
-195.8,1.4447381925768996e-23
-195.78,1.4578883272972184e-23
-195.76,1.471306547543558e-23
-195.74,1.484979287925078e-23
-195.72,1.4988929455523853e-23
-195.7,1.5130339078251072e-23
-195.68,1.5273885788466227e-23
-195.66,1.5419434044256034e-23
-195.64,1.556684895636827e-23
-195.62,1.5715996509258926e-23
-195.60000000000002,1.586674376754266e-23
-195.57999999999998,1.601895906792055e-23
-195.56,1.617251219676072e-23
-195.54000000000002,1.6327274553599794e-23
-195.51999999999998,1.648311930091514e-23
-195.5,1.6639921500588336e-23
-195.48000000000002,1.6797558237542372e-23
-195.46,1.695590873108354e-23
-195.44,1.7114854434519108e-23
-195.42000000000002,1.7274279123652117e-23
-195.4,1.7434068974773998e-23
-195.38,1.7594112632788923e-23
-195.35999999999999,1.775430127010775e-23
-195.33999999999997,1.7914528636947562e-23
-195.32,1.807469110366403e-23
-195.3,1.8234687695732355e-23
-195.27999999999997,1.8394420121972433e-23
-195.26,1.855379279659714e-23
-195.24,1.8712712855634417e-23
-195.22,1.8871090168252466e-23
-195.2,1.9028837343487055e-23
-195.18,1.9185869732844107e-23
-195.16000000000003,1.9342105429219518e-23
-195.14,1.9497465262551238e-23
-195.12,1.9651872792588348e-23
-195.10000000000002,1.980525429913426e-23
-195.07999999999998,1.995753877009122e-23
-195.06,2.010865788760909e-23
-195.04000000000002,2.0258546012612363e-23
-195.02,2.0407140167954735e-23
-195.0,2.0554380020427444e-23
-194.98000000000002,2.0700207861822826e-23
-194.96,2.0844568589233366e-23
-194.94,2.0987409684746353e-23
-194.92,2.1128681194673234e-23
-194.89999999999998,2.1268335708435058e-23
-194.88,2.14063283372093e-23
-194.86,2.1542616692424704e-23
-194.83999999999997,2.167716086417753e-23
-194.82,2.1809923399628597e-23
-194.8,2.194086928142602e-23
-194.77999999999997,2.2069965906188026e-23
-194.76,2.2197183063067983e-23
-194.74,2.2322492912413627e-23
-194.72000000000003,2.2445869964523328e-23
-194.7,2.25672910584932e-23
-194.68,2.268673534114031e-23
-194.66000000000003,2.2804184245980794e-23
-194.64,2.2919621472234148e-23
-194.62,2.303303296381961e-23
-194.60000000000002,2.314440688830413e-23
-194.58,2.3253733615757178e-23
-194.56,2.3361005697463463e-23
-194.54,2.34662178444393e-23
-194.51999999999998,2.3569366905697416e-23
-194.5,2.3670451846199593e-23
-194.48,2.3769473724435845e-23
-194.45999999999998,2.3866435669566775e-23
-194.44,2.3961342858063423e-23
-194.42000000000002,2.4054202489779284e-23
-194.39999999999998,2.4145023763388368e-23
-194.38,2.4233817851122318e-23
-194.36,2.4320597872742736e-23
-194.33999999999997,2.4405378868682416e-23
-194.32,2.448817777229517e-23
-194.3,2.456901338115241e-23
-194.28,2.464790632732919e-23
-194.26,2.472487904662638e-23
-194.24,2.4799955746677466e-23
-194.22000000000003,2.4873162373895458e-23
-194.20000000000002,2.4944526579217167e-23
-194.18,2.5014077682611e-23
-194.16000000000003,2.508184663631762e-23
-194.14,2.5147865986799983e-23
-194.12,2.5212169835387606e-23
-194.1,2.527479379760414e-23
-194.07999999999998,2.5335774961176987e-23
-194.06,2.5395151842735588e-23
-194.04,2.545296434321131e-23
-194.01999999999998,2.5509253701961183e-23
-194.0,2.5564062449645988e-23
-193.98000000000002,2.5617434359900158e-23
-193.95999999999998,2.5669414399839946e-23
-193.94,2.5720048679464063e-23
-193.92000000000002,2.576938440000708e-23
-193.89999999999998,2.5817469801314615e-23
-193.88,2.5864354108314356e-23
-193.86,2.5910087476663469e-23
-193.84,2.5954720937658248e-23
-193.82,2.599830634249559e-23
-193.8,2.604089630597953e-23
-193.78,2.6082544149769956e-23
-193.76000000000002,2.6123303845270048e-23
-193.73999999999998,2.6163229956251915e-23
-193.72,2.6202377581318724e-23
-193.7,2.6240802296299832e-23
-193.68,2.6278560096675066e-23
-193.66,2.6315707340120105e-23
-193.64,2.6352300689260647e-23
-193.62,2.638839705472052e-23
-193.60000000000002,2.6424053538541435e-23
-193.57999999999998,2.6459327378048475e-23
-193.56,2.649427589022731e-23
-193.54000000000002,2.652895641667466e-23
-193.51999999999998,2.656342626917517e-23
-193.5,2.659774267595241e-23
-193.48000000000002,2.663196272863515e-23
-193.46,2.666614332997246e-23
-193.44,2.670034114232662e-23
-193.42000000000002,2.673461253696706e-23
-193.4,2.676901354418164e-23
-193.38,2.680359980422073e-23
-193.36,2.6838426519080994e-23
-193.33999999999997,2.687354840513758e-23
-193.32,2.690901964662787e-23
-193.29999999999998,2.6944893849988415e-23
-193.27999999999997,2.698122399904925e-23
-193.26,2.701806241108401e-23
-193.24,2.7055460693720513e-23
-193.22,2.70934697027147e-23
-193.2,2.7132139500592373e-23
-193.18,2.717151931616782e-23
-193.16000000000003,2.721165750494803e-23
-193.14,2.725260151043796e-23
-193.12,2.7294397826361555e-23
-193.10000000000002,2.733709195982071e-23
-193.07999999999998,2.7380728395415265e-23
-193.06,2.7425350560350364e-23
-193.04000000000002,2.747100079056443e-23
-193.02,2.7517720297909974e-23
-193.0,2.7565549138423916e-23
-192.98000000000002,2.76145261817296e-23
-192.96,2.7664689081610123e-23
-192.94,2.771607424779794e-23
-192.92,2.7768716819026633e-23
-192.89999999999998,2.782265063739117e-23
-192.88,2.787790822406295e-23
-192.86,2.7934520756408516e-23
-192.83999999999997,2.799251804655705e-23
-192.82,2.805192852146368e-23
-192.8,2.8112779204512426e-23
-192.77999999999997,2.8175095698702785e-23
-192.76,2.8238902171458755e-23
-192.74,2.830422134110006e-23
-192.72000000000003,2.8371074465010174e-23
-192.7,2.843948132953201e-23
-192.68,2.8509460241621023e-23
-192.66000000000003,2.8581028022279327e-23
-192.64,2.86542000017905e-23
-192.62,2.872899001677358e-23
-192.60000000000002,2.8805410409064564e-23
-192.58,2.888347202643598e-23
-192.56,2.896318422515491e-23
-192.54,2.904455487437861e-23
-192.51999999999998,2.9127590362380717e-23
-192.5,2.9212295604596846e-23
-192.48,2.929867405347428e-23
-192.45999999999998,2.938672771010542e-23
-192.44,2.947645713761944e-23
-192.42000000000002,2.956786147630608e-23
-192.39999999999998,2.966093846043517e-23
-192.38,2.9755684436739175e-23
-192.36,2.985209438451567e-23
-192.33999999999997,2.9950161937308247e-23
-192.32,3.00498794061172e-23
-192.3,3.01512378040926e-23
-192.28,3.025422687265559e-23
-192.26,3.035883510899436e-23
-192.24,3.0465049794877316e-23
-192.22000000000003,3.057285702672554e-23
-192.2,3.068224174688309e-23
-192.18,3.079318777602509e-23
-192.16000000000003,3.0905677846638255e-23
-192.14000000000001,3.1019693637513073e-23
-192.12,3.1135215809180803e-23
-192.1,3.1252224040230826e-23
-192.07999999999998,3.137069706444398e-23
-192.06,3.149061270867504e-23
-192.04,3.16119479314196e-23
-192.01999999999998,3.173467886199954e-23
-192.0,3.1858780840302625e-23
-191.98000000000002,3.1984228457010405e-23
-191.95999999999998,3.211099559425125e-23
-191.94,3.223905546661356e-23
-191.92000000000002,3.236838066245735e-23
-191.89999999999998,3.2498943185461074e-23
-191.88,3.2630714496341523e-23
-191.86,3.276366555468741e-23
-191.84,3.2897766860845546e-23
-191.82,3.3032988497800196e-23
-191.8,3.316930017298965e-23
-191.78000000000003,3.3306671260000353e-23
-191.76,3.3445070840083814e-23
-191.73999999999998,3.358446774344214e-23
-191.72,3.372483059022641e-23
-191.7,3.386612783119713e-23
-191.68,3.400832778799466e-23
-191.66,3.4151398692969266e-23
-191.64,3.429530872852175e-23
-191.62,3.444002606590969e-23
-191.6,3.45855189034689e-23
-191.57999999999998,3.4731755504210966e-23
-191.56,3.4878704232749133e-23
-191.54000000000002,3.502633359151473e-23
-191.51999999999998,3.51746122562234e-23
-191.5,3.532350911055239e-23
-191.48000000000002,3.5472993279994756e-23
-191.46,3.5623034164854407e-23
-191.44,3.577360147235108e-23
-191.42000000000002,3.592466524780391e-23
-191.4,3.607619590486569e-23
-191.38,3.6228164254781437e-23
-191.36,3.638054153464667e-23
-191.34,3.653329943464263e-23
-191.32,3.66864101242302e-23
-191.29999999999998,3.683984627728147e-23
-191.27999999999997,3.699358109613625e-23
-191.26,3.7147588334566585e-23
-191.24,3.7301842319639974e-23
-191.21999999999997,3.7456317972470986e-23
-191.2,3.7610990827853336e-23
-191.18,3.776583705276753e-23
-191.16,3.7920833463760916e-23
-191.14,3.8075957543198686e-23
-191.12,3.823118745438688e-23
-191.10000000000002,3.838650205557027e-23
-191.07999999999998,3.854188091280857e-23
-191.06,3.8697304311740503e-23
-191.04000000000002,3.885275326824068e-23
-191.02,3.900820953798218e-23
-191.0,3.9163655624915665e-23
-190.98000000000002,3.9319074788678734e-23
-190.96,3.94744510509514e-23
-190.94,3.9629769200772946e-23
-190.92,3.978501479884108e-23
-190.89999999999998,3.9940174180809585e-23
-190.88,4.0095234459608484e-23
-190.86,4.0250183526806334e-23
-190.83999999999997,4.0405010053040045e-23
-190.82,4.055970348753473e-23
-190.8,4.071425405673963e-23
-190.77999999999997,4.086865276210677e-23
-190.76,4.102289137703757e-23
-190.74,4.117696244302684e-23
-190.72000000000003,4.1330859265030354e-23
-190.7,4.148457590608679e-23
-190.68,4.16381071812212e-23
-190.66000000000003,4.179144865065971e-23
-190.64,4.1944596612385397e-23
-190.62,4.2097548094064935e-23
-190.60000000000002,4.225030084437557e-23
-190.58,4.24028533237606e-23
-190.56,4.255520469464555e-23
-190.54000000000002,4.2707354811141546e-23
-190.51999999999998,4.285930420826592e-23
-190.5,4.3011054090708644e-23
-190.48,4.316260632117201e-23
-190.45999999999998,4.331396340831103e-23
-190.44,4.3465128494301933e-23
-190.42000000000002,4.3616105342064334e-23
-190.39999999999998,4.376689832216246e-23
-190.38,4.3917512399410846e-23
-190.36,4.4067953119208114e-23
-190.33999999999997,4.421822659362071e-23
-190.32,4.4368339487241404e-23
-190.3,4.4518299002840765e-23
-190.28000000000003,4.4668112866835306e-23
-190.26,4.48177893145883e-23
-190.24,4.4967337075565114e-23
-190.22000000000003,4.511676535835945e-23
-190.2,4.526608383560623e-23
-190.18,4.541530262879927e-23
-190.16000000000003,4.5564432293027026e-23
-190.14000000000001,4.571348380164217e-23
-190.12,4.5862468530876986e-23
-190.1,4.6011398244417607e-23
-190.07999999999998,4.6160285077951727e-23
-190.06,4.6309141523695525e-23
-190.04,4.645798041491681e-23
-190.01999999999998,4.6606814910459255e-23
-190.0,4.6755658479280803e-23
-189.98000000000002,4.690452488501251e-23
-189.95999999999998,4.705342817054893e-23
-189.94,4.7202382642676507e-23
-189.92000000000002,4.7351402856747063e-23
-189.89999999999998,4.7500503601407453e-23
-189.88,4.764969988338803e-23
-189.86,4.7799006912360313e-23
-189.84,4.794844008586968e-23
-189.82,4.809801497434886e-23
-189.8,4.824774730622082e-23
-189.78,4.839765295309616e-23
-189.76,4.854774791507247e-23
-189.74,4.869804830614191e-23
-189.71999999999997,4.884857033971315e-23
-189.7,4.8999330314256343e-23
-189.68,4.9150344599074914e-23
-189.66,4.9301629620214363e-23
-189.64,4.945320184651246e-23
-189.62,4.9605077775799454e-23
-189.6,4.9757273921254775e-23
-189.57999999999998,4.99098067979285e-23
-189.56,5.0062692909433633e-23
-189.54000000000002,5.02159487348182e-23
-189.51999999999998,5.036959071562427e-23
-189.5,5.052363524314076e-23
-189.48000000000002,5.067809864586032e-23
-189.45999999999998,5.083299717714452e-23
-189.44,5.0988347003109676e-23
-189.42000000000002,5.1144164190736214e-23
-189.4,5.130046469621509e-23
-189.38,5.145726435353332e-23
-189.36,5.161457886331216e-23
-189.34,5.1772423781900857e-23
-189.32000000000002,5.193081451073665e-23
-189.29999999999998,5.208976628597761e-23
-189.27999999999997,5.2249294168415936e-23
-189.26,5.24094130336775e-23
-189.24,5.25701375627169e-23
-189.21999999999997,5.273148223261424e-23
-189.2,5.289346130767725e-23
-189.18,5.305608883085993e-23
-189.16,5.321937861549899e-23
-189.14,5.338334423737646e-23
-189.12,5.354799902711344e-23
-189.10000000000002,5.371335606289737e-23
-189.07999999999998,5.387942816355172e-23
-189.06,5.404622788194747e-23
-189.04000000000002,5.421376749876325e-23
-189.01999999999998,5.438205901659653e-23
-189.0,5.45511141544274e-23
-188.98000000000002,5.472094434243992e-23
-188.96,5.489156071719889e-23
-188.94,5.506297411718807e-23
-188.92000000000002,5.5235195078707e-23
-188.89999999999998,5.540823383212887e-23
-188.88,5.558210029851818e-23
-188.85999999999999,5.575680408660849e-23
-188.83999999999997,5.593235449013905e-23
-188.82,5.610876048554772e-23
-188.8,5.628603073002047e-23
-188.77999999999997,5.646417355989081e-23
-188.76,5.664319698939191e-23
-188.74,5.682310870975214e-23
-188.72000000000003,5.700391608863437e-23
-188.7,5.718562616991164e-23
-188.68,5.736824567377735e-23
-188.66000000000003,5.755178099718123e-23
-188.64,5.773623821458963e-23
-188.62,5.792162307905921e-23
-188.60000000000002,5.810794102362308e-23
-188.58,5.82951971629769e-23
-188.56,5.848339629546321e-23
-188.54000000000002,5.867254290534273e-23
-188.52,5.886264116534679e-23
-188.5,5.905369493950239e-23
-188.48,5.92457077862213e-23
-188.45999999999998,5.943868296164611e-23
-188.44,5.963262342324309e-23
-188.42,5.98275318336326e-23
-188.39999999999998,6.002341056465141e-23
-188.38,6.022026170163228e-23
-188.36,6.041808704789707e-23
-188.33999999999997,6.061688812945054e-23
-188.32,6.081666619986653e-23
-188.3,6.101742224535698e-23
-188.28,6.121915699001407e-23
-188.26,6.142187090121733e-23
-188.24,6.162556419519288e-23
-188.22000000000003,6.183023684272065e-23
-188.2,6.203588857497333e-23
-188.18,6.224251888948572e-23
-188.16000000000003,6.24501270562376e-23
-188.14000000000001,6.265871212384678e-23
-188.12,6.286827292585963e-23
-188.10000000000002,6.307880808713275e-23
-188.07999999999998,6.329031603029517e-23
-188.06,6.35027949822841e-23
-188.04,6.371624298094548e-23
-188.01999999999998,6.393065788168934e-23
-188.0,6.414603736419617e-23
-187.98000000000002,6.436237893916152e-23
-187.95999999999998,6.457967995507509e-23
-187.94,6.479793760502615e-23
-187.92000000000002,6.501714893352657e-23
-187.89999999999998,6.523731084334682e-23
-187.88,6.545842010235689e-23
-187.86,6.56804733503663e-23
-187.84,6.590346710595753e-23
-187.82,6.612739777330468e-23
-187.8,6.635226164897677e-23
-187.78,6.657805492871325e-23
-187.76,6.6804773714173e-23
-187.74,6.703241401964766e-23
-187.72000000000003,6.726097177873679e-23
-187.7,6.749044285097945e-23
-187.68,6.77208230284379e-23
-187.66,6.795210804223009e-23
-187.64,6.818429356900581e-23
-187.62,6.841737523736443e-23
-187.6,6.865134863420984e-23
-187.57999999999998,6.88862093110389e-23
-187.56,6.912195279016138e-23
-187.54000000000002,6.935857457084893e-23
-187.51999999999998,6.959607013540728e-23
-187.5,6.983443495517409e-23
-187.48000000000002,7.007366449643453e-23
-187.45999999999998,7.031375422625714e-23
-187.44,7.055469961824437e-23
-187.42000000000002,7.079649615819852e-23
-187.4,7.103913934969834e-23
-187.38,7.128262471958717e-23
-187.36,7.152694782336904e-23
-187.34,7.177210425051284e-23
-187.32,7.201808962966125e-23
-187.3,7.226489963374432e-23
-187.27999999999997,7.2512529984996e-23
-187.26,7.27609764598721e-23
-187.24,7.301023489386985e-23
-187.22,7.326030118624489e-23
-187.2,7.351117130462731e-23
-187.18,7.376284128953606e-23
-187.16,7.401530725878748e-23
-187.14,7.426856541180101e-23
-187.12,7.45226120337966e-23
-187.10000000000002,7.477744349988797e-23
-187.07999999999998,7.503305627906676e-23
-187.06,7.528944693807855e-23
-187.04000000000002,7.554661214518885e-23
-187.01999999999998,7.580454867384008e-23
-187.0,7.606325340619695e-23
-186.98000000000002,7.63227233365783e-23
-186.96,7.658295557477897e-23
-186.94,7.684394734927613e-23
-186.92000000000002,7.710569601032101e-23
-186.89999999999998,7.736819903291779e-23
-186.88,7.763145401968372e-23
-186.85999999999999,7.789545870359414e-23
-186.83999999999997,7.816021095061029e-23
-186.82,7.842570876218787e-23
-186.8,7.869195027766793e-23
-186.77999999999997,7.895893377654754e-23
-186.76,7.922665768063067e-23
-186.74,7.949512055605843e-23
-186.72,7.976432111521762e-23
-186.7,8.003425821852893e-23
-186.68,8.030493087611072e-23
-186.66000000000003,8.057633824932149e-23
-186.64,8.084847965217956e-23
-186.62,8.112135455265847e-23
-186.60000000000002,8.139496257385946e-23
-186.58,8.166930349506e-23
-186.56,8.194437725263817e-23
-186.54000000000002,8.222018394087402e-23
-186.52,8.249672381262527e-23
-186.5,8.277399727988115e-23
-186.48,8.305200491419148e-23
-186.45999999999998,8.333074744697326e-23
-186.44,8.361022576969363e-23
-186.42,8.389044093393042e-23
-186.39999999999998,8.417139415131213e-23
-186.38,8.445308679333532e-23
-186.36,8.473552039106137e-23
-186.33999999999997,8.501869663469681e-23
-186.32,8.530261737305035e-23
-186.3,8.558728461287634e-23
-186.27999999999997,8.587270051810032e-23
-186.26,8.615886740893106e-23
-186.24,8.644578776085624e-23
-186.22000000000003,8.673346420352982e-23
-186.2,8.702189951954576e-23
-186.18,8.731109664310583e-23
-186.16000000000003,8.760105865857872e-23
-186.14000000000001,8.78917887989545e-23
-186.12,8.818329044419678e-23
-186.1,8.84755671194951e-23
-186.08,8.876862249341565e-23
-186.06,8.906246037595941e-23
-186.04,8.935708471652353e-23
-186.01999999999998,8.965249960177337e-23
-186.0,8.994870925342442e-23
-185.98000000000002,9.024571802593911e-23
-185.95999999999998,9.054353040413927e-23
-185.94,9.084215100073761e-23
-185.92000000000002,9.114158455379296e-23
-185.89999999999998,9.144183592408933e-23
-185.88,9.174291009244162e-23
-185.86,9.204481215693589e-23
-185.84,9.234754733010015e-23
-185.82,9.265112093601333e-23
-185.8,9.295553840735622e-23
-185.78000000000003,9.32608052824027e-23
-185.76,9.356692720195974e-23
-185.74,9.38739099062574e-23
-185.72000000000003,9.418175923178875e-23
-185.70000000000002,9.449048110811019e-23
-185.67999999999998,9.480008155459756e-23
-185.66,9.511056667716852e-23
-185.64,9.54219426649661e-23
-185.62,9.573421578701625e-23
-185.6,9.604739238885496e-23
-185.57999999999998,9.636147888913206e-23
-185.56,9.667648177619167e-23
-185.54000000000002,9.69924076046392e-23
-185.51999999999998,9.730926299188885e-23
-185.5,9.762705461470155e-23
-185.48000000000002,9.794578920571316e-23
-185.45999999999998,9.826547354996085e-23
-185.44,9.858611448139952e-23
-185.42000000000002,9.890771887942699e-23
-185.4,9.923029366540694e-23
-185.38,9.95538457992004e-23
-185.36,9.987838227570574e-23
-185.34,1.0020391012141155e-22
-185.32,1.0053043639096363e-22
-185.3,1.0085796816374933e-22
-185.28000000000003,1.0118651254050178e-22
-185.26,1.015160766399293e-22
-185.24,1.0184666759536593e-22
-185.22,1.0217829255145378e-22
-185.2,1.0251095866085246e-22
-185.18,1.0284467308098501e-22
-185.16,1.0317944297081438e-22
-185.14,1.0351527548765984e-22
-185.12,1.0385217778405311e-22
-185.10000000000002,1.0419015700463388e-22
-185.07999999999998,1.0452922028309245e-22
-185.06,1.0486937473915403e-22
-185.04000000000002,1.0521062747561415e-22
-185.01999999999998,1.0555298557542185e-22
-185.0,1.058964560988151e-22
-184.98000000000002,1.0624104608050882e-22
-184.96,1.0658676252693926e-22
-184.94,1.0693361241356295e-22
-184.92000000000002,1.0728160268221576e-22
-184.9,1.0763074023853124e-22
-184.88,1.079810319494199e-22
-184.85999999999999,1.0833248464061205e-22
-184.83999999999997,1.0868510509426392e-22
-184.82,1.0903890004663048e-22
-184.8,1.0939387618580382e-22
-184.77999999999997,1.0975004014951947e-22
-184.76,1.1010739852303547e-22
-184.74,1.104659578370754e-22
-184.72,1.108257245658484e-22
-184.7,1.1118670512514005e-22
-184.68,1.1154890587047432e-22
-184.66000000000003,1.1191233309535323e-22
-184.64,1.122769930295697e-22
-184.62,1.1264289183759715e-22
-184.60000000000002,1.1301003561705495e-22
-184.57999999999998,1.133784303972532e-22
-184.56,1.1374808213781318e-22
-184.54000000000002,1.1411899672736827e-22
-184.52,1.1449117998234512e-22
-184.5,1.1486463764582112e-22
-184.48000000000002,1.1523937538646695e-22
-184.45999999999998,1.15615398797566e-22
-184.44,1.1599271339611636e-22
-184.42,1.1637132462201543e-22
-184.39999999999998,1.1675123783732438e-22
-184.38,1.1713245832561535e-22
